feature_id,blank_1,blank_2,blank_3,blank_4,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_8714,0,0,0,0,0,294,0,260,4424,3766,3656,2672,0,1124,146,1180,466,614,584,212
feature_8715,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,5598,4252,3926,5122
feature_8716,0,0,0,0,1180,282,722,254,788,1286,578,548,176,292,326,238,1640,1716,746,1048
feature_8717,0,0,0,0,80,0,0,0,1148,1382,1316,1246,0,0,0,74,794,522,914,480
feature_8718,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,2132,1602,1620,1220
feature_8719,0,0,0,0,1476,754,1572,698,13994,12318,12102,12056,904,222,530,1192,1172,1688,924,1576
feature_8720,0,0,0,0,0,0,0,0,316,1170,330,782,0,0,0,0,2602,3326,1136,3132
feature_8721,0,0,0,0,0,494,0,170,0,126,0,0,0,872,90,868,222,64,0,0
feature_8722,0,0,0,0,0,536,0,472,90,0,0,0,0,400,0,546,0,0,0,0
feature_8723,0,0,0,0,0,688,0,546,0,0,82,0,0,400,0,426,0,0,0,0
feature_8724,0,0,0,0,0,0,0,0,2242,1902,1176,732,0,0,0,0,1842,1412,848,1000
feature_8725,0,0,0,0,0,0,0,0,4342,4724,3326,3922,0,0,0,0,340,362,0,370
feature_8726,0,0,0,0,72,122,228,112,2228,2064,3096,2478,0,0,0,102,512,908,316,552
feature_8727,0,0,0,0,0,0,0,0,1260,1550,1366,1304,0,0,0,0,84,150,0,114
feature_8728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1500,848,1198
feature_8729,0,0,0,0,0,0,90,0,72,296,92,0,0,0,0,0,1168,1510,1612,2324
feature_8730,0,0,0,0,742,652,650,384,4618,3842,2786,2424,230,176,178,52,2586,2226,1790,1274
feature_8731,0,0,0,0,0,94,0,0,1946,2182,1770,1412,46,0,210,96,0,186,0,0
feature_8732,0,0,0,0,330,0,0,100,1504,1460,1214,906,0,0,0,80,0,0,0,0
feature_8733,0,0,0,0,374,0,220,138,86,162,0,0,0,418,0,442,288,196,248,438
feature_8734,0,0,0,0,0,0,0,0,0,0,0,138,0,0,158,0,194,0,202,0
feature_8735,0,0,0,0,0,0,0,0,92,0,0,0,0,86,0,0,2230,1640,2086,1480
feature_8736,0,0,0,0,0,0,0,0,402,1822,0,1378,0,222,0,0,38830,26368,27726,23440
feature_8737,0,0,0,0,0,0,0,0,112,952,126,834,0,0,0,168,16700,13220,11934,11278
feature_8738,0,0,0,0,0,0,0,0,468,748,292,458,0,0,0,0,3974,2174,3004,2918
feature_8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,508,0,784
feature_8740,0,0,0,0,0,118,0,52,506,450,572,530,0,82,0,108,2192,3672,2932,3916
feature_8741,0,0,0,0,1182,610,752,834,1632,1578,1062,1202,1016,1412,788,782,3758,3626,2096,2246
feature_8742,0,0,0,0,1772,1434,1120,2058,1214,1632,1192,1728,524,654,284,978,506,654,284,728
feature_8743,0,0,0,0,0,0,0,0,16232,15822,11678,11302,0,0,0,0,764,862,596,678
feature_8744,0,0,0,0,0,0,0,0,198,268,0,284,0,0,0,0,1294,1248,878,1236
feature_8745,0,100,0,0,0,0,0,0,0,0,0,0,130,188,0,288,0,0,0,0
feature_8746,132,382,250,374,468,1780,460,1394,662,614,694,1064,564,2462,390,3364,628,650,1280,616
feature_8747,0,0,0,0,0,0,0,0,904,1438,812,1468,0,216,0,0,8534,6966,7030,7810
feature_8748,0,0,0,112,80,1800,0,1748,772,222,734,768,180,4682,210,5802,696,1796,314,984
feature_8749,0,0,0,0,0,362,0,358,0,106,0,72,0,278,0,366,0,0,0,116
feature_8750,0,0,0,0,0,280,0,322,0,0,0,0,0,686,0,918,90,0,212,0
feature_8751,58,88,166,144,0,6978,230,6768,1074,1472,1592,942,414,14316,468,17164,1182,804,1166,1012
feature_8752,74,0,0,94,0,498,0,322,142,98,0,0,208,708,0,970,286,0,0,102
feature_8753,130,0,0,128,180,1516,138,1066,346,0,406,470,132,2498,128,2610,322,346,406,460
feature_8754,0,0,0,0,0,206,0,226,124,0,0,0,0,358,0,374,0,80,0,0
feature_8755,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,50
feature_8756,0,0,0,0,0,146,0,98,0,0,0,0,0,472,0,528,0,0,0,0
feature_8757,0,0,0,0,0,378,0,378,158,124,68,0,0,688,60,900,0,0,0,94
feature_8758,0,0,0,0,0,0,0,90,0,0,0,0,0,332,0,0,0,0,0,0
feature_8759,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,130,0,0,0,0
feature_8760,0,70,0,108,140,188,76,392,336,208,92,246,100,314,134,432,308,196,260,252
feature_8761,0,0,0,0,0,0,0,0,0,0,0,0,102,0,66,0,0,0,0,0
feature_8762,0,0,0,0,98,0,0,0,30,0,0,0,126,0,126,0,0,0,0,0
feature_8763,0,0,0,0,134,0,104,0,0,0,0,0,208,0,0,0,0,0,0,0
feature_8764,0,0,0,0,0,0,0,0,1852,1884,1220,1170,0,0,0,0,1482,818,0,592
feature_8765,0,0,0,0,0,122,0,0,6246,4566,4492,4000,0,152,0,182,5486,3398,2976,3068
feature_8766,0,0,0,0,924,304,638,320,960,3046,652,1612,0,1184,102,1348,2576,4588,972,3508
feature_8767,0,0,0,0,0,0,0,0,258,1038,254,700,0,0,0,124,3024,2360,1688,2516
feature_8768,0,0,0,0,76,234,0,340,762,2614,612,1962,0,0,0,330,6192,5724,4526,5114
feature_8769,0,0,0,0,0,288,0,564,1160,4228,684,3154,0,840,0,1056,10204,11336,8790,10746
feature_8770,0,0,0,0,0,130,0,0,754,1502,504,1230,0,152,0,0,526,1262,342,1194
feature_8771,0,0,0,0,0,0,0,0,0,930,0,796,0,0,0,0,4188,3158,2224,2610
feature_8772,102,0,0,0,70,1936,0,1840,4484,23784,3638,21032,0,4538,0,4270,217182,251406,192520,224288
feature_8773,0,0,0,0,0,96,0,0,442,1608,418,1588,0,340,0,324,3800,5154,5942,6250
feature_8774,0,0,0,0,222,50,190,0,1490,1790,1588,1272,0,0,0,0,682,478,382,512
feature_8775,0,0,0,0,1642,734,948,480,978,1174,646,1444,430,690,252,492,1310,1958,818,2138
feature_8776,0,0,0,0,0,0,0,0,0,0,0,434,0,182,0,214,1776,2346,1906,1908
feature_8777,0,0,0,0,0,172,0,56,330,1380,0,992,0,242,0,352,4034,4578,4074,4012
feature_8778,0,0,0,0,0,0,0,0,84,1116,0,540,0,0,0,0,3892,3832,2860,3296
feature_8779,0,0,0,0,0,0,0,106,0,752,216,892,0,216,0,118,2688,3628,4174,5258
feature_8780,0,0,0,0,0,286,0,0,348,1806,0,1532,0,426,0,556,8590,8350,8058,8932
feature_8781,0,0,0,0,0,0,0,0,58,248,0,0,0,0,0,0,5776,1312,2892,1510
feature_8782,0,0,0,0,120,76,0,0,1894,1508,1174,798,0,70,120,0,0,0,0,72
feature_8783,3166,2154,2390,2208,3124,1832,2102,2266,2622,3916,2208,3620,3760,2368,2368,1586,16296,12636,9050,12792
feature_8784,0,0,0,0,0,68,0,0,0,368,0,204,0,0,0,58,4890,4930,3010,5372
feature_8785,0,0,0,0,0,76,0,0,0,62,0,192,0,0,0,76,0,0,0,0
feature_8786,0,0,0,0,172,302,278,344,878,420,304,352,0,0,0,0,658,1272,1126,1208
feature_8787,0,0,0,0,4918,2222,3564,1720,6898,4984,3718,2802,730,1580,796,1414,1658,1864,1348,2190
feature_8788,0,0,0,0,2830,554,1214,440,1088,1310,542,820,0,504,130,408,1864,1978,828,1696
feature_8789,0,0,0,0,0,0,0,110,342,408,386,368,0,304,0,246,396,284,714,810
feature_8790,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,11988,1824,5306,1674
feature_8791,0,0,0,0,0,0,0,0,1234,1442,532,796,0,0,0,0,2138,2346,1122,1346
feature_8792,0,0,0,0,0,0,0,0,0,110,58,0,0,68,0,0,4230,3176,2476,2422
feature_8793,776,770,1390,900,666,962,694,1084,776,716,768,662,906,1012,844,872,782,632,528,950
feature_8794,0,0,0,0,0,408,0,512,180,0,0,214,0,624,0,746,1002,0,410,510
feature_8795,0,0,0,0,0,0,0,0,0,154,0,126,0,0,0,0,1842,1820,1676,1928
feature_8796,0,0,0,0,0,264,0,0,0,0,0,0,570,76,400,64,1442,1016,1088,806
feature_8797,0,0,0,0,0,0,0,0,358,1668,246,870,0,0,0,0,6750,8924,2826,6584
feature_8798,0,0,0,0,0,0,0,0,20994,15798,16138,13284,0,0,0,0,358,588,294,714
feature_8799,0,0,0,0,0,64,0,0,0,0,74,0,0,0,0,0,1816,1458,1110,1346
feature_8800,0,0,0,0,0,0,0,0,146,254,0,0,0,0,0,0,1944,2374,1622,2488
feature_8801,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,220,3802,2276,2392,2518
feature_8802,0,0,0,0,172,636,0,628,502,516,450,536,222,996,118,1176,0,552,478,522
feature_8803,64,116,82,0,1238,23834,920,20802,6900,6540,5304,5888,1244,43408,1362,49552,6280,5620,5412,5008
feature_8804,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0
feature_8805,100,0,0,0,78,700,116,794,590,856,526,628,166,1332,170,1114,456,604,722,742
feature_8806,0,0,0,0,0,128,0,84,0,0,0,0,0,250,0,300,0,0,0,0
feature_8807,0,0,0,0,0,504,0,296,0,0,0,0,0,1204,0,1836,0,0,0,0
feature_8808,154,0,126,0,192,1778,226,1752,1066,1014,612,828,138,2862,234,3476,890,734,598,704
feature_8809,0,0,0,0,0,116,0,210,0,172,0,0,0,360,0,450,106,0,0,0
feature_8810,0,0,0,0,0,160,0,0,0,0,0,0,0,196,0,218,0,0,0,0
feature_8811,0,0,0,0,0,414,0,594,258,98,188,0,0,908,0,800,0,0,0,0
feature_8812,0,0,0,0,0,146,0,76,0,0,0,0,0,746,0,852,0,0,0,0
feature_8813,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
feature_8814,0,0,0,0,0,260,0,312,0,0,0,0,0,360,0,550,0,0,0,0
feature_8815,0,0,0,0,320,762,0,982,212,0,106,190,190,1728,0,1848,0,284,258,214
feature_8816,0,0,0,0,1196,518,830,476,226,312,232,134,216,1444,356,2206,608,1034,382,974
feature_8817,198,198,224,0,2948,2770,1998,1352,3612,3016,2724,2454,1998,2780,1348,2552,954,1222,624,1002
feature_8818,0,0,0,0,208,120,0,0,138,368,0,226,80,0,0,0,6692,4908,4316,4370
feature_8819,0,0,0,0,78,254,0,186,346,208,140,230,114,550,70,784,1108,270,1926,344
feature_8820,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,3154,3160,2770,2884
feature_8821,0,0,0,0,0,0,0,0,3680,2186,4362,5756,0,0,0,0,0,172,0,94
feature_8822,0,0,0,0,0,60,0,0,0,0,0,0,0,198,0,0,0,0,0,0
feature_8823,0,0,0,0,0,156,0,0,210,266,240,176,0,328,0,240,5338,1340,3268,1400
feature_8824,0,0,0,0,0,0,0,0,0,130,0,0,0,92,0,0,0,0,0,0
feature_8825,0,0,74,0,96,1288,0,1350,504,286,402,468,192,2718,62,2840,184,376,280,374
feature_8826,0,0,0,0,0,672,0,630,0,0,0,0,0,1644,0,2216,0,0,0,0
feature_8827,0,0,0,0,0,734,0,684,212,206,412,256,192,1178,68,1406,310,240,344,308
feature_8828,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,266,0,0,0,0
feature_8829,0,0,0,0,348,118,0,254,186,214,214,0,0,378,114,636,90,268,100,0
feature_8830,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,558,0,84,0,86
feature_8831,0,0,0,0,0,0,0,0,0,108,0,0,0,266,0,318,28,0,0,0
feature_8832,0,0,0,0,0,410,0,196,0,0,202,110,112,418,0,382,0,0,128,0
feature_8833,0,0,0,0,0,210,0,110,124,0,0,0,0,266,0,218,0,0,0,0
feature_8834,232,106,336,136,406,486,430,426,36272,32588,27062,26204,428,448,330,376,1234,1140,692,1182
feature_8835,78,136,130,0,110,362,96,380,198,192,186,0,120,858,0,636,96,124,0,112
feature_8836,0,0,0,0,0,0,0,0,1992,1100,1214,1286,0,0,0,0,84,172,58,238
feature_8837,0,0,0,0,0,258,0,176,0,0,240,112,0,302,0,464,0,0,0,114
feature_8838,0,0,0,0,0,464,0,454,226,0,246,0,0,1208,0,960,0,0,176,0
feature_8839,0,0,0,0,0,0,0,0,4746,4518,2802,2622,0,0,0,0,230,270,116,252
feature_8840,0,90,0,0,0,292,0,220,0,0,300,92,0,314,0,336,0,0,0,0
feature_8841,0,50,0,0,322,4656,64,4836,1436,1094,1422,1226,400,9834,512,10476,584,510,1026,684
feature_8842,0,0,0,0,0,0,0,0,958,4970,412,3358,0,0,0,0,856,1864,478,1208
feature_8843,0,0,0,0,0,0,0,0,0,1826,0,1648,0,158,0,0,2652,3902,3134,4022
feature_8844,0,0,0,0,0,1004,0,1140,216,170,178,238,0,1298,0,1830,0,76,122,76
feature_8845,98,240,200,116,274,606,280,712,400,268,360,472,248,888,204,1048,256,176,116,210
feature_8846,0,0,0,0,0,0,0,256,568,1874,472,1428,0,328,0,0,3824,3356,2586,3610
feature_8847,0,0,0,0,0,148,0,0,0,920,0,1044,0,436,0,294,2080,2106,2160,2382
feature_8848,0,0,0,0,0,0,0,0,1260,1146,1006,860,0,0,0,0,456,628,510,516
feature_8849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,3974,2608,3610
feature_8850,0,0,0,0,0,5804,0,5326,12568,91264,10884,75682,0,14038,0,13962,542062,570480,470268,590076
feature_8851,0,0,0,0,0,0,0,0,416,2678,340,2090,0,0,0,0,7170,6066,3114,6804
feature_8852,0,0,0,0,3268,2752,1688,1538,642,540,330,384,2142,1656,1432,1524,70,370,82,128
feature_8853,0,0,0,0,0,0,0,0,5646,4474,3326,4838,0,0,0,450,2014,1536,1308,1600
feature_8854,0,0,0,0,166,290,174,124,500,956,304,410,0,194,114,442,2360,2204,1384,1250
feature_8855,0,0,0,0,0,0,0,0,0,122,66,0,0,0,0,0,1722,1292,1312,1192
feature_8856,0,0,0,0,0,0,0,0,0,320,0,320,0,218,0,0,812,632,384,432
feature_8857,0,0,0,0,0,0,0,230,0,1464,0,1418,0,428,0,454,2754,3462,3444,3118
feature_8858,0,0,0,0,0,0,0,0,506,2682,280,2546,0,546,0,0,3520,4782,4214,4834
feature_8859,0,0,0,0,0,0,0,0,0,300,0,426,0,0,0,54,2096,918,1346,1044
feature_8860,0,0,0,0,0,292,0,198,382,2626,310,1642,0,438,0,514,3924,4098,4634,4384
feature_8861,0,0,0,0,0,54,0,0,122,594,0,290,0,234,0,152,1184,1416,1276,1430
feature_8862,0,0,0,0,124,146,100,102,396,1016,346,582,0,338,0,168,8900,7488,7026,8514
feature_8863,0,0,0,0,0,0,0,0,0,182,0,146,0,0,0,0,1156,1478,952,1412
feature_8864,0,0,0,0,0,0,0,0,242,0,94,488,0,0,0,0,1976,2968,1550,2284
feature_8865,0,0,0,0,0,0,0,0,86,406,0,0,0,0,0,0,2678,3752,2034,3306
feature_8866,0,0,0,0,86,0,0,0,2176,1812,1464,628,0,0,0,0,0,0,0,0
feature_8867,0,0,0,0,2002,914,1432,558,212,172,142,0,0,90,0,0,254,206,130,434
feature_8868,0,0,0,0,480,466,394,118,3592,4346,3410,2682,126,272,132,288,0,140,0,144
feature_8869,0,0,0,0,0,0,0,0,0,782,0,468,0,244,0,0,12948,16514,7818,13480
feature_8870,0,0,0,0,0,0,0,0,46,100,0,178,0,0,0,0,2606,3104,1668,2840
feature_8871,0,0,0,0,0,0,0,0,78,392,0,424,0,0,0,0,3558,3574,2640,4224
feature_8872,0,90,0,0,122,0,100,0,70,230,332,0,162,100,162,234,252,0,0,176
feature_8873,0,0,0,0,960,278,776,332,668,592,434,728,1252,328,962,376,606,854,812,938
feature_8874,0,0,0,0,560,0,152,164,84,588,294,452,542,176,704,102,1882,1748,1440,1914
feature_8875,0,0,0,0,0,0,0,0,136,316,0,148,0,0,0,0,1364,1586,934,1808
feature_8876,0,0,0,0,0,0,0,0,0,226,0,0,0,0,96,0,0,0,0,0
feature_8877,518,550,428,678,2240,2552,2850,2206,4370,5346,2576,3082,2020,2280,2060,2812,1698,1542,1262,1746
feature_8878,0,0,0,0,0,3712,0,3068,1994,2444,956,1296,112,4034,206,5788,666,820,414,826
feature_8879,126,144,86,136,546,382,776,252,5282,4178,3646,2812,402,490,324,498,836,1626,1038,1496
feature_8880,0,0,0,0,0,0,0,0,0,392,0,226,0,0,0,0,2992,2590,2530,2806
feature_8881,0,0,0,0,0,174,0,296,0,158,0,122,0,462,0,488,0,0,0,0
feature_8882,0,0,0,0,150,938,0,774,1232,1308,638,888,0,1046,0,1276,318,796,470,710
feature_8883,0,0,0,0,0,186,0,166,170,0,0,0,0,774,0,802,0,0,0,0
feature_8884,0,0,0,0,114,2578,106,2016,832,704,716,884,116,4660,152,6004,622,644,686,580
feature_8885,134,102,104,0,812,24510,870,25262,10252,9138,5762,6418,1132,44910,1334,53950,5322,6026,5566,6676
feature_8886,0,0,0,0,0,374,0,268,142,0,158,0,0,530,0,586,120,118,78,180
feature_8887,0,0,0,0,0,866,0,592,0,0,0,0,0,1532,0,2554,0,0,0,0
feature_8888,396,338,324,440,466,0,532,0,0,0,0,0,758,0,520,0,1776,0,1896,1790
feature_8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,0,0,0,0
feature_8890,0,0,0,0,0,226,0,234,0,0,0,0,0,522,0,366,96,0,0,70
feature_8891,104,70,0,86,0,1474,54,1464,640,602,454,564,0,2892,0,3252,490,334,378,406
feature_8892,0,0,0,0,0,500,0,516,258,482,0,184,0,1100,0,1232,238,150,0,0
feature_8893,0,0,0,0,0,292,0,408,0,162,72,72,102,416,0,598,0,0,0,0
feature_8894,0,0,0,78,186,968,268,952,1002,694,496,758,206,1802,186,1370,510,658,510,574
feature_8895,0,0,0,0,0,330,0,428,0,0,0,0,0,672,0,670,0,0,0,0
feature_8896,0,0,0,0,0,0,0,0,0,94,0,0,0,310,0,124,0,0,0,0
feature_8897,350,388,114,356,168,1620,468,966,502,906,476,784,296,1820,482,1960,0,684,426,724
feature_8898,0,0,0,0,0,0,0,0,632,606,498,480,0,0,0,88,1012,1150,812,1966
feature_8899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature_8900,0,0,0,0,0,306,0,394,176,84,88,84,0,440,0,448,212,176,0,0
feature_8901,0,0,0,0,0,0,0,0,180,0,0,76,0,0,2552,0,0,0,0,0
feature_8902,0,0,0,0,266,656,138,528,100,266,186,0,0,1510,88,1832,0,0,0,310
feature_8903,0,0,186,0,0,356,0,414,950,784,424,590,104,380,0,416,224,110,312,304
feature_8904,0,0,0,0,0,114,0,132,0,0,0,0,0,284,0,276,44,0,0,0
feature_8905,0,0,0,0,0,294,0,152,0,0,0,0,0,264,0,44,0,0,0,0
feature_8906,0,0,0,0,606,176,208,0,494,504,532,274,292,148,0,0,192,0,0,340
feature_8907,0,0,0,0,0,356,0,220,632,2102,398,1888,0,538,0,322,2092,2646,2982,2430
feature_8908,0,0,0,0,0,438,0,404,1440,5036,1208,4882,0,898,0,810,5344,7910,6548,6672
feature_8909,0,0,0,0,0,760,0,392,1384,5754,1532,4904,0,1332,0,1010,6740,6236,5880,5944
feature_8910,0,0,0,0,0,330,0,380,156,0,0,0,0,654,0,492,0,0,0,0
feature_8911,0,0,0,0,0,584,0,352,710,3034,770,2546,0,816,0,712,4892,4846,3880,4566
feature_8912,0,0,0,0,478,662,618,718,360,638,316,366,494,956,464,706,0,0,0,74
feature_8913,0,0,0,0,120,9626,0,7202,22294,164448,16626,137276,140,20432,148,19810,710652,716276,674644,739214
feature_8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6352,7796,5580,7718
feature_8915,0,0,0,0,0,0,0,0,0,518,0,458,0,0,0,120,0,7314,7222,8554
feature_8916,0,0,0,0,0,218,0,0,104,0,0,0,82,386,0,438,92,92,0,0
feature_8917,0,0,0,0,0,246,0,438,70,126,0,162,0,1068,0,686,0,0,0,124
feature_8918,0,0,0,0,0,80,0,0,98,0,248,0,0,244,100,398,0,0,0,0
feature_8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,114,0,0,0
feature_8920,0,0,0,0,0,0,0,0,0,656,0,474,0,0,0,84,1376,1730,1736,2120
feature_8921,0,0,0,0,0,250,0,296,11116,7644,7774,5172,0,862,0,710,412,314,360,488
feature_8922,0,0,0,0,236,1506,0,1668,2746,21850,1998,18340,0,2752,304,3886,122546,140866,116370,157196
feature_8923,0,0,82,0,362,836,122,676,312,486,548,278,0,1914,192,1420,286,218,264,182
feature_8924,0,0,0,0,0,0,0,238,0,0,90,0,0,300,62,218,0,0,0,0
feature_8925,0,0,0,0,0,776,0,654,194,210,322,230,0,1258,0,1346,212,266,200,172
feature_8926,0,0,0,0,0,122,0,130,118,0,0,0,0,552,0,480,0,0,0,0
feature_8927,0,0,0,0,0,276,0,260,116,0,154,146,0,702,0,666,110,72,0,152
feature_8928,0,0,0,0,0,302,0,422,286,94,150,142,0,604,0,482,0,82,110,0
feature_8929,0,0,0,0,0,76,0,0,0,0,0,0,0,348,0,0,0,0,0,0
feature_8930,0,0,0,0,0,188,0,116,114,168,88,82,0,452,0,430,102,126,124,0
feature_8931,0,0,0,0,0,204,0,0,380,2456,304,2146,0,440,0,0,3696,3898,3472,3764
feature_8932,0,0,0,0,0,108,0,0,0,1050,0,1326,0,88,0,0,764,1854,1494,2046
feature_8933,0,0,0,0,0,0,0,0,78,830,136,666,0,0,0,0,822,1380,1454,1518
feature_8934,0,0,0,0,0,0,0,0,490,736,478,768,0,0,0,0,1486,2854,1298,2442
feature_8935,0,0,0,0,0,158,0,0,216,1564,0,1692,0,192,0,354,2686,2900,2380,2202
feature_8936,0,0,0,0,0,50,66,110,0,900,188,616,0,196,0,0,4062,2678,2366,3104
feature_8937,0,0,0,0,0,0,0,0,72,488,0,220,0,0,0,0,3262,2140,2596,1740
feature_8938,0,0,0,0,0,1138,0,800,236,172,128,128,0,2000,110,1732,226,240,260,180
feature_8939,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,220,170,248,0,246
feature_8940,0,0,0,0,0,0,0,146,0,512,0,466,0,0,0,130,2600,3224,1926,3256
feature_8941,0,0,0,0,0,112,0,0,0,470,0,462,0,0,0,0,1160,2324,1296,2304
feature_8942,0,0,0,0,0,0,0,0,0,660,0,496,0,0,0,78,1324,2068,1298,2188
feature_8943,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,286,0,0,0,0
feature_8944,0,0,0,0,178,0,136,0,0,160,0,138,256,196,0,146,50,0,0,0
feature_8945,0,0,0,0,0,0,0,130,124,680,0,646,0,142,0,0,5378,6634,4134,6276
feature_8946,0,0,0,0,0,0,0,0,0,518,0,364,0,108,0,0,3916,4230,2816,3896
feature_8947,2146,2690,2340,2168,2534,2196,2254,2280,1834,4024,2244,2594,2568,2544,2370,2620,12710,14932,3084,14466
feature_8948,0,0,0,0,0,176,120,300,784,2920,734,3454,0,694,0,536,9038,8266,7780,8768
feature_8949,0,0,0,0,0,294,0,0,76,0,0,164,0,460,0,776,0,78,254,0
feature_8950,0,0,0,0,488,3036,110,2830,1014,892,660,690,232,9772,0,9634,700,516,704,730
feature_8951,0,0,0,0,0,0,0,0,0,796,270,932,0,152,0,178,2476,2918,2712,2990
feature_8952,0,0,0,0,0,92,0,0,566,2388,0,2136,0,536,0,138,5570,5748,5302,5668
feature_8953,0,0,0,0,682,2254,642,1432,8796,44982,6078,32230,480,3472,430,3794,352820,368930,291310,371224
feature_8954,376,514,320,362,0,232,358,480,370,492,0,512,0,410,412,412,742,1330,1158,1120
feature_8955,0,0,0,0,0,0,0,68,0,466,0,460,0,142,0,0,1174,1148,1188,1364
feature_8956,0,0,0,0,0,298,0,0,0,0,0,0,0,486,0,362,0,0,0,0
feature_8957,0,0,0,0,0,122,0,198,438,2250,0,1610,0,370,56,390,5800,5570,4924,4906
feature_8958,0,0,0,0,0,386,0,592,0,164,172,0,0,0,0,506,0,0,0,0
feature_8959,6462,5560,6014,6856,4752,6182,5964,6680,5470,6572,6110,5154,6960,6330,6562,6710,3726,3314,4062,3648
feature_8960,0,0,0,0,0,204,0,80,0,0,0,0,0,322,0,438,0,0,0,0
feature_8961,0,100,0,0,0,138,96,114,132,154,0,0,132,434,128,610,0,0,0,80
feature_8962,190,170,272,86,182,1852,228,1708,464,472,562,258,462,4996,448,5762,570,736,670,718
feature_8963,0,0,0,0,0,0,0,128,1510,1836,1110,2020,0,286,0,0,86,126,0,0
feature_8964,0,0,0,0,0,0,0,0,0,386,0,304,0,0,0,0,1888,2242,1508,2208
feature_8965,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,76,0,0,96,0
feature_8966,0,0,0,0,0,0,0,0,0,562,0,474,0,0,0,206,2772,4234,2696,5046
feature_8967,0,0,0,0,0,112,0,0,118,846,0,680,0,194,0,204,5012,5568,4780,5170
feature_8968,0,0,0,0,0,184,0,128,178,1250,0,1372,0,252,0,328,8712,10292,6740,9632
feature_8969,0,0,0,0,0,0,0,0,0,616,0,790,0,82,0,0,3938,4130,3156,4192
feature_8970,0,0,0,0,346,94,138,0,0,0,108,152,100,536,0,480,200,168,0,206
feature_8971,0,0,0,0,0,768,0,520,300,300,0,0,0,1856,0,2124,138,190,0,100
feature_8972,140,0,80,0,0,390,0,238,354,150,196,112,172,920,168,858,152,316,244,252
feature_8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature_8974,0,0,0,0,62,84,86,162,0,0,52,0,0,184,0,384,0,0,0,0
feature_8975,0,0,0,0,86,892,0,698,350,396,444,464,182,2902,166,2812,402,522,430,514
feature_8976,0,0,0,0,76,332,0,102,234,116,0,216,86,876,236,880,174,424,158,148
feature_8977,0,0,0,0,570,274,348,428,518,356,348,422,1292,704,1254,614,554,672,558,642
feature_8978,0,0,0,0,0,0,100,194,0,0,260,0,98,478,340,560,190,320,234,92
feature_8979,0,0,0,0,788,650,478,482,2366,2080,1630,1536,252,220,244,0,988,1696,842,1242
feature_8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature_8981,0,0,0,0,0,0,0,0,0,956,0,606,0,180,0,98,5560,6272,4276,7524
feature_8982,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,5256,2718,3170,2188
feature_8983,0,240,3364,2398,1376,1962,120,92,176,204,224,0,1042,1168,200,118,282,220,0,0
feature_8984,0,0,0,0,0,470,0,0,204,292,0,0,0,626,0,828,636,1198,0,1066
feature_8985,0,0,0,0,0,142,0,106,0,0,80,0,0,354,0,548,0,0,0,0
feature_8986,0,0,0,0,0,280,0,518,380,2468,426,1714,0,438,0,542,13434,14302,8456,10718
feature_8987,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
feature_8988,0,0,0,0,0,0,0,0,0,178,0,182,0,0,0,0,1794,2562,1106,2166
feature_8989,0,0,0,0,172,0,84,0,0,252,100,0,0,0,266,202,0,228,0,0
feature_8990,282,448,218,296,416,294,388,336,434,0,300,336,392,384,334,364,0,386,0,240
feature_8991,0,0,0,0,144,0,0,0,74,0,0,94,148,0,0,0,0,0,0,0
feature_8992,0,0,0,0,4206,1506,2100,1264,2282,2726,1692,2006,5278,2154,4390,2546,3180,3136,2224,3190
feature_8993,0,0,0,0,0,0,0,0,224,1248,322,820,0,0,0,0,5982,7006,4850,6226
