feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oudebeek_1,oudebeek_2,oudebeek_3,oudebeek_4,oudebeek_5,oudebeek_6,oudebeek_7,oudebeek_8,oudebeek_9,oudebeek_10,oudebeek_11,oudebeek_12,oudebeek_13,oudebeek_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random10,0.037452589,0.541190757,0.573322851,0.653979722,0.426881187,0.569760095,0.284543523,0.248339512,0.403237035,0.588145098,0.941676797,0.171360293,0.619011918,0.044275563,0.857222406,0.90327516,0.791760165,0.672202141,0.830475138,0.364349412,0.68054088,0.598695158,0.326584609,0.993211804,0.472649938,0.450003545,0.443722388,0.900386973,0.358999451,0.959078324,0.403294495,0.486290859,0.593100082,0.051519553,0.45182358,0.818210775,0.264270511,0.067395859,0.666440589,0.344375936,0.928565204,0.478122228,0.425008695,0.928412519,0.606324087,0.545342005,0.128263597,0.264491095,0.805368424,0.56314797,0.442546409,0.26144338,0.166885005,0.827285161,0.384130467,0.227363954,0.384471369,0.226049397,0.946674313,0.608006551
random100,0.151555922,0.837435611,0.010273094,0.181027361,0.670974863,0.270875266,0.790980956,0.151528114,0.555178745,0.665896998,0.13897152,0.838575888,0.519935543,0.291624441,0.573824252,0.505858994,0.283526009,0.358821166,0.868182178,0.052699054,0.55609099,0.035975209,0.263026178,0.31809857,0.016682887,0.248871247,0.56639036,0.37315426,0.588117702,0.485805762,0.301591626,0.296779263,0.199414417,0.685005703,0.284567636,0.502602385,0.523572228,0.030884185,0.911410121,0.426862352,0.792599427,0.784205912,0.077568604,0.491555826,0.237858626,0.075340244,0.193756033,0.14527001,0.813175929,0.744311513,0.668982183,0.315304239,0.113480808,0.18197785,0.164644427,0.217615469,0.067571301,0.160045666,0.746446411,0.704098958
random101,0.894657848,0.608146542,0.003346815,0.918863457,0.436037865,0.133588877,0.029880141,0.54384213,0.763344774,0.166878493,0.313750594,0.683382954,0.721426933,0.463677305,0.381095903,0.618887431,0.14806055,0.001950668,0.661513483,0.011630835,0.45079615,0.377935496,0.193591751,0.933088131,0.066006299,0.498994898,0.405531312,0.924319011,0.022683354,0.915669826,0.87673906,0.728648707,0.310188342,0.125990016,0.421779875,0.977774779,0.340107034,0.954084225,0.051122226,0.95010301,0.52741967,0.806646725,0.581737595,0.524424169,0.972370025,0.705775294,0.289942862,0.601428457,0.383078639,0.248547644,0.195112114,0.744622103,0.52269443,0.784708978,0.645314113,0.585754751,0.927263889,0.077197522,0.284816575,0.27332841
random102,0.998102637,0.805564821,0.818143877,0.391124861,0.52386242,0.432682044,0.852744035,0.469516193,0.940928323,0.600077527,0.800586438,0.002531788,0.690172237,0.500969348,0.078702838,0.329321708,0.828029357,0.381876957,0.14610708,0.129181501,0.933228798,0.253449161,0.495775119,0.499320908,0.027975251,0.419929554,0.227407804,0.775772015,0.55690064,0.986552126,0.740610516,0.954489576,0.215018649,0.380962736,0.243757122,0.051103297,0.008229837,0.474219043,0.08426678,0.06880869,0.611219677,0.252914838,0.467926384,0.685683257,0.063660606,0.457308522,0.601304742,0.836223322,0.10533653,0.752676884,0.877816261,0.468291234,0.000874643,0.750937817,0.666317205,0.949861311,0.36553994,0.668484878,0.64163988,0.546349292
random103,0.444377355,0.49793212,0.249075377,0.756150768,0.706365825,0.0386895,0.239030122,0.891392631,0.291272325,0.395764074,0.685708684,0.452765269,0.807052541,0.434490187,0.977534967,0.334998205,0.107978171,0.310665124,0.090050841,0.829990978,0.811304638,0.092798968,0.207763415,0.564161283,0.616313494,0.465671234,0.573091127,0.328243484,0.674501144,0.438045762,0.93716034,0.224430991,0.820464987,0.861394758,0.117315461,0.462889653,0.258608773,0.507753452,0.240191931,0.046046025,0.397392865,0.650388053,0.003685931,0.271707683,0.203320692,0.520906462,0.367514588,0.866377952,0.316179278,0.698506874,0.338013044,0.704629697,0.305041917,0.533263829,0.745449597,0.51339624,0.64405655,0.948476332,0.18686936,0.278198058
random104,0.456867789,0.133069957,0.117055601,0.304565177,0.786942972,0.931526348,0.984077937,0.427039027,0.786120271,0.883906739,0.419391399,0.288148302,0.70542978,0.31064935,0.623623472,0.660143208,0.559917882,0.728049942,0.892708064,0.514884132,0.741126484,0.257600887,0.621246245,0.351058469,0.052791654,0.260248715,0.60730615,0.45373897,0.578510096,0.853192733,0.730771954,0.914873348,0.897153659,0.182811548,0.557900448,0.625020313,0.209139565,0.627475599,0.948865545,0.0475479,0.089718794,0.231469628,0.173620715,0.299171564,0.392419255,0.14867201,0.842373341,0.586961321,0.101070875,0.832642343,0.923907408,0.063694937,0.439012931,0.703267789,0.592627454,0.979868462,0.32678238,0.890606158,0.987164182,0.313943256
random105,0.444280304,0.594428934,0.736867846,0.209723844,0.456537497,0.802097412,0.904945152,0.538358883,0.772406819,0.703315547,0.78261672,0.814061534,0.442850184,0.441033283,0.245433993,0.969628252,0.007680787,0.71745159,0.072960192,0.633291468,0.230296434,0.891848402,0.465173108,0.563151661,0.383057543,0.066073798,0.920907161,0.257087579,0.231015257,0.928998156,0.983278825,0.857843473,0.508288346,0.978028673,0.815658461,0.422563635,0.601798945,0.085196368,0.903697633,0.279998916,0.810282998,0.264681095,0.634496576,0.979719917,0.842975762,0.740813795,0.810842879,0.439013048,0.390165093,0.907691914,0.778473065,0.867573056,0.007567013,0.140567112,0.443763099,0.816786879,0.093063907,0.021394317,0.082123343,0.239862357
random106,0.53358967,0.108617469,0.193583506,0.810820791,0.792278726,0.597430479,0.925795827,0.149342566,0.067797701,0.598632803,0.089886022,0.443673661,0.076778633,0.408334298,0.263582902,0.123060334,0.859791504,0.711138525,0.600956385,0.650772836,0.288895502,0.735094673,0.955338038,0.271957861,0.415016316,0.373592384,0.528856313,0.253489012,0.388826108,0.749895916,0.837185036,0.47489965,0.863657153,0.210117111,0.114440794,0.404254123,0.558635933,0.830799437,0.890953967,0.858795908,0.300321071,0.572019701,0.527962203,0.827613454,0.547006454,0.71504271,0.309068643,0.13075557,0.772387465,0.483403149,0.440186348,0.576227879,0.531394038,0.359513189,0.274128699,0.265028259,0.998108324,0.806497289,0.795220341,0.374965391
random107,0.923162592,0.646978845,0.969253496,0.056565597,0.2938733,0.256845843,0.172791765,0.720792311,0.163399536,0.524675423,0.923411681,0.86220425,0.093034063,0.091234006,0.548658539,0.490195997,0.368697319,0.805381394,0.995864048,0.766966903,0.897579113,0.971922461,0.465309464,0.427932416,0.465688931,0.97147517,0.03983101,0.675497172,0.864751994,0.944697263,0.058279186,0.992430641,0.478287849,0.560285893,0.02351771,0.185785586,0.36381071,0.860759,0.918082524,0.824704334,0.22086354,0.43851698,0.912826319,0.107443716,0.984327098,0.856284807,0.743301263,0.145923029,0.863573525,0.672357564,0.950617176,0.507289348,0.299479335,0.40035857,0.46514169,0.506748962,0.433691931,0.400255886,0.833217905,0.331863748
random108,0.131176808,0.292252805,0.636401952,0.771208683,0.962288144,0.205346935,0.392124269,0.599737197,0.983721031,0.678624067,0.550636623,0.57266346,0.469200461,0.605602756,0.088315261,0.074641963,0.966495693,0.283961349,0.572779204,0.451084041,0.399706343,0.190895928,0.109224376,0.525122746,0.957558829,0.282211392,0.814515435,0.274660291,0.364061051,0.007458866,0.22384489,0.359726138,0.322361784,0.03924722,0.955495956,0.983081221,0.658405314,0.729278147,0.387161655,0.894271416,0.418474178,0.382694859,0.480169023,0.509449948,0.060899204,0.715118022,0.254365257,0.046227123,0.157747966,0.094931347,0.652449388,0.0344427,0.827992281,0.243991383,0.341808017,0.25030111,0.692074727,0.984736536,0.138972059,0.13961838
random109,0.697108477,0.60285789,0.528633632,0.991451468,0.729260361,0.191819883,0.308727669,0.470044515,0.744719286,0.940663508,0.752718406,0.419967876,0.112784071,0.248799328,0.621546544,0.896842316,0.163261435,0.410813684,0.802954692,0.870423445,0.921952102,0.890962962,0.384885103,0.913525769,0.672366863,0.853490578,0.617518276,0.359004306,0.779685675,0.830072707,0.746585323,0.671390538,0.033871244,0.585761213,0.931421767,0.097173203,0.470723636,0.602251813,0.901377213,0.036082554,0.949500131,0.021280327,0.955222192,0.242090976,0.13374097,0.301150753,0.345966502,0.31108403,0.704212912,0.818042906,0.064198735,0.067015926,0.931646835,0.836511286,0.712059377,0.384760686,0.424935348,0.998194484,0.862487419,0.546149682
random11,0.654868367,0.357808396,0.295037134,0.298068331,0.548587303,0.017281223,0.364234403,0.82667974,0.523840171,0.538980223,0.940778436,0.478560458,0.952335664,0.591336372,0.755834257,0.601495958,0.390800537,0.575156734,0.235041045,0.947873184,0.754066698,0.951027762,0.057285667,0.238307913,0.276758684,0.881242746,0.855157369,0.294518723,0.977999578,0.83729304,0.417336983,0.017536624,0.134276611,0.164168633,0.289724153,0.355662521,0.647475415,0.084353752,0.08841565,0.496253006,0.969027101,0.867032133,0.856469681,0.251173875,0.127511189,0.139441339,0.307625587,0.154758814,0.556935736,0.762964387,0.327472055,0.481615317,0.684807367,0.418673891,0.087161786,0.853045625,0.468652017,0.129954448,0.16228654,0.387426347
random110,0.5309338,0.477160742,0.821841149,0.430264739,0.561020276,0.575007979,0.193972529,0.265739868,0.048301087,0.347553005,0.558255381,0.541464114,0.404831279,0.073949573,0.153774637,0.940181385,0.602051875,0.005884389,0.95741409,0.36596156,0.977145493,0.756336821,0.560921447,0.976411563,0.811340587,0.306295957,0.876900563,0.892932796,0.785338432,0.6027283,0.406556078,0.342567267,0.413708843,0.15460239,0.731143828,0.784803766,0.733120279,0.522490437,0.815485013,0.448722938,0.56038922,0.188146912,0.961009721,0.626222036,0.115351372,0.290829034,0.785004662,0.183327118,0.559709959,0.784653554,0.804353206,0.704535388,0.563529047,0.829596098,0.826734048,0.828066566,0.81720373,0.601491202,0.339048877,0.76847833
random111,0.177072391,0.599024085,0.252162174,0.501435291,0.360522026,0.029778007,0.837368898,0.025425701,0.873166442,0.196740821,0.399516801,0.996160591,0.920532608,0.146020359,0.529187673,0.358866814,0.220086746,0.487570939,0.688725542,0.482523968,0.873109905,0.957786992,0.458482197,0.604462713,0.227795244,0.81462419,0.580795421,0.509056795,0.917225947,0.766709754,0.135421571,0.902303613,0.583921588,0.330825496,0.988626129,0.571122476,0.475764724,0.768063162,0.88763254,0.448887955,0.464834256,0.996410044,0.744878176,0.785908016,0.625725892,0.169256596,0.097374831,0.221970018,0.260726078,0.63784066,0.63406721,0.733790305,0.715894823,0.857624203,0.765350406,0.989691794,0.777337838,0.788662424,0.112905164,0.314096249
random112,0.510358073,0.823321589,0.042172715,0.447897322,0.946389376,0.907929307,0.345434255,0.064810123,0.345155137,0.493559253,0.893974926,0.793019523,0.425308309,0.373344389,0.971004422,0.790306025,0.011904059,0.743556246,0.47572387,0.798741758,0.937747381,0.413239415,0.029554736,0.00607048,0.706033184,0.04917961,0.876227914,0.279420761,0.165217705,0.330323099,0.512318725,0.16755308,0.266463921,0.236285984,0.154150157,0.121022482,0.412151234,0.057732923,0.647707751,0.627784213,0.165834207,0.348792617,0.632416,0.002099101,0.298200929,0.018343873,0.661117976,0.728836704,0.079196338,0.413116016,0.706365081,0.247194247,0.128679208,0.792853893,0.77657739,0.851048361,0.10756267,0.661459404,0.057259287,0.607290725
random113,0.351495706,0.431673515,0.658533281,0.098113668,0.646147685,0.789892785,0.227225663,0.488125008,0.593932394,0.509773142,0.864153551,0.746376201,0.205155151,0.104116394,0.673352662,0.054419701,0.754097405,0.141757081,0.032075555,0.803755421,0.727786739,0.238077896,0.969841901,0.992229706,0.090893987,0.604604778,0.741024979,0.177437036,0.122186559,0.345747444,0.872639667,0.904499786,0.888721586,0.071744491,0.904493082,0.064293375,0.047388281,0.593152899,0.946911579,0.611225694,0.727101175,0.371374545,0.302370238,0.664844856,0.145635222,0.280642313,0.103769874,0.267325907,0.451127587,0.492021528,0.054402727,0.870706224,0.772568488,0.519868799,0.298557667,0.913713389,0.931445854,0.294011888,0.375948472,0.494346424
random114,0.164573135,0.192947852,0.640725499,0.362197169,0.017214179,0.041056954,0.678340794,0.703619598,0.127413786,0.23566337,0.550209863,0.842190645,0.188495244,0.006815398,0.667084149,0.921554483,0.426925236,0.010513411,0.706488424,0.404642099,0.578248655,0.453380391,0.195327629,0.780650458,0.466196034,0.68014049,0.543588648,0.970021102,0.054769802,0.753895258,0.977916548,0.858114207,0.411621898,0.306715212,0.050288289,0.336450489,0.282441873,0.621391066,0.244937848,0.632462691,0.723094953,0.618935143,0.435420862,0.06490091,0.537462893,0.587708432,0.178421469,0.438489802,0.695052655,0.633974442,0.614530373,0.953658189,0.774523596,0.949654446,0.277375428,0.389810231,0.27408771,0.461535539,0.876022299,0.195637802
random115,0.434179084,0.272520049,0.785402385,0.400682751,0.802097763,0.535797258,0.909164696,0.373302727,0.375874274,0.334651987,0.134100437,0.949819031,0.406235623,0.073344613,0.567255051,0.311126524,0.939831343,0.904956216,0.670903634,0.731997702,0.902807903,0.498653154,0.509369366,0.487010254,0.191508451,0.449457831,0.17959374,0.320090206,0.131144587,0.33780637,0.953073812,0.192171655,0.696137613,0.297327411,0.192988047,0.846786978,0.952187462,0.490444163,0.690700678,0.439468945,0.965436131,0.954630228,0.236304863,0.557707499,0.842461908,0.402907382,0.679407069,0.691210619,0.899821906,0.812525548,0.239069184,0.412760844,0.884481885,0.241287333,0.612512778,0.658868658,0.288529598,0.170573933,0.840755117,0.369031108
random116,0.375417946,0.086020586,0.932446473,0.210246945,0.78634605,0.261560275,0.130569552,0.045356154,0.775310137,0.577580962,0.995176269,0.654682547,0.309758467,0.018243735,0.992876281,0.824811373,0.36939839,0.270551822,0.347499105,0.607224411,0.99172862,0.614218965,0.778713772,0.548342876,0.542148481,0.267847881,0.590099835,0.637227864,0.272272227,0.312578759,0.312796777,0.265397085,0.5575194,0.465720176,0.482579803,0.110339867,0.652117815,0.289314638,0.798145778,0.83985255,0.598049514,0.709105547,0.941549964,0.710189668,0.347604817,0.323126022,0.097256175,0.492748201,0.535596011,0.310331995,0.47901566,0.153435575,0.432100905,0.64714005,0.402370122,0.056779895,0.934084189,0.318843619,0.270814271,0.48297022
random117,0.76066762,0.996725346,0.552681978,0.643894352,0.423934956,0.355148735,0.935151741,0.094113782,0.124676839,0.670856138,0.975264694,0.004309532,0.436573988,0.545768428,0.575757644,0.173106215,0.778987111,0.453103702,0.921377512,0.600094667,0.571693033,0.272243968,0.300523317,0.549736303,0.928963134,0.250529296,0.296628705,0.100776455,0.510894074,0.005154043,0.036934751,0.985531057,0.957528437,0.446091143,0.043314407,0.32573609,0.710280795,0.264307719,0.301875901,0.446876457,0.730455576,0.628240853,0.68020538,0.933654473,0.196269594,0.573065184,0.053728527,0.802595033,0.388086741,0.895090715,0.567708211,0.148640833,0.142637394,0.802807586,0.172094119,0.434870063,0.802297381,0.842693345,0.362931253,0.14225938
random118,0.30039995,0.746514884,0.879681097,0.791228803,0.821800843,0.579449153,0.137386299,0.570780175,0.422810784,0.783482576,0.865151749,0.972156981,0.078678868,0.247419186,0.656537574,0.727514047,0.85930046,0.410217086,0.91754447,0.375352187,0.948341988,0.979710523,0.403985839,0.01058059,0.859672772,0.936665303,0.114252244,0.616964001,0.36558314,0.091154745,0.388253282,0.652540815,0.92643529,0.975077478,0.666448235,0.341228091,0.205676608,0.852872119,0.641927631,0.750633983,0.35266664,0.478039421,0.045187805,0.511215019,0.448071641,0.556164328,0.931243528,0.813585972,0.429878162,0.849093283,0.085117169,0.320721109,0.66041405,0.717163335,0.008863377,0.207342073,0.530117748,0.074919013,0.135142977,0.960447486
random119,0.856012357,0.961738285,0.304416154,0.145219478,0.133642826,0.276989792,0.868186935,0.747741215,0.855478835,0.595230632,0.664367567,0.700176786,0.035122534,0.807203879,0.988296702,0.613487568,0.594292651,0.0037154,0.115169978,0.423864598,0.245381553,0.248021921,0.592103793,0.42030652,0.754898016,0.716601917,0.273907729,0.851869181,0.169017556,0.924993803,0.353474356,0.87870155,0.701375446,0.762612191,0.449004843,0.319870661,0.3406828,0.651685194,0.068055785,0.545365994,0.448182734,0.347071799,0.036084805,0.851239195,0.935631259,0.477779563,0.703992906,0.749515492,0.870006696,0.334642575,0.829362267,0.51201182,0.913942819,0.260215875,0.605766674,0.090917937,0.446534594,0.992825674,0.752471563,0.203808494
random12,0.882259335,0.065025502,0.875276946,0.179921009,0.290836872,0.607056681,0.369033927,0.533276567,0.580754365,0.129842172,0.156054119,0.629203566,0.28794977,0.741241372,0.56496402,0.027113823,0.989753514,0.839157144,0.599042326,0.172642154,0.686607388,0.711475246,0.793607261,0.072270792,0.230735802,0.766839706,0.558826866,0.32151693,0.379989004,0.356572188,0.592991192,0.918155621,0.925818405,0.690840898,0.164408947,0.567522566,0.206318282,0.910153941,0.186540895,0.703543797,0.952698553,0.132704519,0.165380869,0.232874929,0.772969293,0.101389944,0.820884092,0.277263148,0.825643533,0.037785049,0.780405116,0.877270795,0.660745402,0.360616355,0.028609041,0.883016656,0.036636836,0.22476233,0.600359296,0.16935808
random120,0.984661206,0.432900359,0.417701157,0.191608903,0.073683601,0.305437105,0.928491013,0.954941411,0.637259836,0.87876978,0.56080012,0.484516878,0.11241094,0.113597347,0.216142319,0.440062024,0.986582395,0.697128589,0.923759084,0.378962962,0.810557899,0.799401641,0.374198191,0.971432125,0.360214058,0.823041635,0.876571863,0.89533653,0.156434718,0.160249052,0.226330568,0.002836394,0.713214873,0.225536392,0.037992158,0.198050128,0.67891728,0.000303517,0.384440483,0.289963673,0.723294405,0.559378461,0.563036866,0.777999417,0.383993496,0.280079932,0.190908539,0.908598676,0.613120149,0.531873366,0.144016685,0.476152996,0.401090042,0.581036131,0.347669396,0.540961067,0.82567009,0.266993606,0.768336541,0.329621273
random121,0.96923103,0.882678543,0.329451104,0.946752593,0.92719644,0.90371303,0.521259551,0.975302301,0.185391004,0.267769105,0.847123112,0.701831649,0.73018839,0.288804993,0.491543665,0.340947146,0.299161785,0.223730242,0.463587327,0.010707135,0.880682631,0.069983271,0.790995236,0.335034567,0.547865385,0.13331845,0.635033315,0.878652068,0.773427576,0.344819677,0.667156183,0.191369744,0.400422357,0.021398429,0.64329091,0.890913078,0.641734936,0.177213871,0.21260778,0.884432721,0.704488726,0.343243615,0.929215098,0.726541585,0.022112072,0.546261682,0.192931847,0.016591332,0.159811453,0.284104306,0.655874187,0.198843898,0.035733265,0.915334731,0.605139547,0.563022904,0.396143303,0.211316516,0.96080938,0.313845723
random122,0.185548726,0.364413048,0.182214867,0.526578844,0.681979429,0.526824465,0.416303336,0.772215847,0.600763325,0.159367376,0.954022488,0.797814244,0.978335699,0.768799887,0.620589591,0.298574589,0.672987701,0.623101619,0.105619906,0.131872233,0.338453508,0.04540626,0.783135508,0.686424755,0.603366924,0.482552541,0.134624554,0.383922418,0.490684358,0.112747104,0.981428658,0.102198416,0.887630599,0.363932626,0.507330495,0.048689581,0.518873609,0.908021755,0.025322938,0.326169126,0.738052341,0.972053279,0.885964368,0.198373377,0.671279039,0.129071898,0.867780937,0.499103786,0.285356015,0.084408118,0.692560673,0.109311869,0.947556414,0.252056485,0.867357341,0.319974678,0.816385389,0.573031064,0.949710848,0.474062883
random123,0.478880315,0.687207325,0.614210482,0.803400378,0.178561746,0.710933911,0.555756363,0.262469645,0.788519899,0.86067817,0.808723842,0.076365999,0.120335285,0.029427671,0.595193942,0.070192143,0.650116282,0.407200701,0.054905296,0.809297375,0.357122225,0.889743181,0.371651506,0.397782333,0.20137764,0.358976081,0.947000966,0.484658539,0.787627176,0.313176956,0.609909491,0.506551032,0.702942438,0.054646766,0.967386558,0.560026994,0.396609331,0.391044993,0.852977604,0.747574993,0.100733354,0.905857911,0.38253151,0.115940589,0.180347176,0.798924154,0.295898324,0.661509524,0.477645383,0.974445187,0.093282254,0.680051848,0.201333339,0.086743187,0.595573382,0.495784258,0.983067675,0.470298139,0.501647556,0.474761671
random124,0.248418497,0.9555621,0.864241096,0.237738244,0.353690248,0.344031192,0.158167239,0.431596248,0.587005215,0.352336304,0.525322726,0.818125256,0.564975539,0.8954037,0.226652107,0.393332829,0.459300968,0.657299745,0.565695819,0.741548882,0.540811648,0.666723173,0.000769473,0.593457556,0.62727012,0.356731019,0.152348007,0.094657201,0.414355427,0.280473918,0.339169749,0.387955747,0.267273485,0.074841995,0.982859736,0.701058463,0.862497453,0.799001203,0.506326386,0.318906593,0.923882507,0.691612704,0.229907112,0.43456781,0.623010416,0.754401488,0.169911035,0.032388723,0.975424189,0.242692246,0.185080601,0.174970224,0.056316904,0.870106607,0.042206849,0.73922998,0.136832287,0.433559989,0.326924665,0.844453666
random125,0.811794039,0.615557145,0.620830549,0.68581318,0.550092161,0.992506563,0.910342056,0.698972977,0.827860996,0.540015851,0.810132702,0.124799618,0.510399434,0.831055085,0.346561969,0.615034787,0.877851764,0.500554856,0.445160703,0.735615487,0.970637517,0.876835278,0.326438147,0.613754181,0.488423912,0.465281782,0.698929066,0.274398576,0.25027733,0.827579484,0.026477268,0.630852176,0.464646385,0.533980375,0.664088401,0.674533662,0.508726372,0.637142718,0.408401166,0.326812582,0.196759911,0.538702458,0.249425157,0.949830537,0.028549272,0.094784751,0.389008615,0.576135682,0.83840068,0.229007435,0.698133927,0.327574545,0.185423601,0.450013849,0.30335081,0.539970015,0.574394824,0.954705166,0.549370272,0.867831253
random126,0.248776562,0.964690277,0.056101847,0.258468858,0.55251448,0.321701039,0.73359338,0.297320936,0.75740388,0.188791587,0.423936346,0.769100928,0.309293526,0.597681367,0.175293327,0.15644846,0.274197885,0.379613155,0.644244036,0.06071668,0.150674288,0.10407249,0.896840455,0.477429206,0.974927677,0.844412942,0.605810641,0.650518666,0.924543494,0.735328153,0.378880762,0.086057018,0.992848622,0.395948257,0.171104764,0.26944671,0.995723567,0.397754635,0.231781251,0.364569017,0.349081795,0.743980265,0.020706359,0.446973891,0.027992388,0.0450734,0.7439248,0.00397503,0.798688207,0.813678338,0.028663858,0.500020803,0.392331433,0.343534662,0.425795194,0.796086873,0.982612615,0.681121271,0.326318988,0.665177413
random127,0.28877904,0.875128313,0.247390543,0.197281271,0.629161095,0.513405002,0.138514633,0.305300233,0.543474014,0.521655438,0.665430628,0.921262378,0.212950091,0.721595272,0.540943312,0.145711254,0.454191382,0.747759445,0.375105661,0.986152689,0.796735352,0.77895001,0.748329734,0.674541517,0.627717515,0.078742478,0.017946219,0.403908967,0.750592307,0.782922514,0.855857625,0.696576352,0.534931581,0.546507662,0.503785628,0.072013047,0.674660983,0.260587812,0.869521496,0.714241839,0.498745765,0.312088983,0.476988173,0.562001283,0.342714722,0.020640509,0.742866257,0.502320851,0.766808281,0.184689354,0.741833693,0.038669047,0.089541263,0.332134851,0.158230947,0.963490307,0.021074433,0.761848614,0.693404558,0.305352241
random128,0.075323544,0.138441904,0.948236063,0.066773265,0.608754444,0.588281789,0.795330617,0.526153225,0.366523006,0.043644364,0.429750536,0.978904126,0.20537607,0.513153389,0.267674894,0.913777099,0.173260785,0.752090971,0.025213125,0.988074462,0.890625191,0.222334689,0.558434386,0.784024771,0.985823742,0.001697974,0.260536763,0.962529523,0.674142137,0.287207024,0.519329829,0.019655725,0.468350306,0.907102575,0.287028478,0.077544847,0.805792014,0.57207225,0.875406404,0.222389752,0.88562105,0.119329764,0.781675742,0.563767686,0.423259139,0.552151538,0.521601997,0.565379005,0.550386941,0.629177954,0.959559639,0.627293187,0.482130627,0.58384195,0.129753441,0.490320153,0.223886752,0.93167081,0.475382069,0.099415677
random129,0.071527396,0.041729274,0.361120137,0.222427622,0.535447477,0.428715724,0.671405263,0.432948386,0.921830031,0.765524123,0.664466057,0.996980617,0.338949108,0.255439842,0.640877418,0.039275979,0.37395599,0.089538545,0.078419217,0.003702372,0.670713119,0.012514091,0.845779669,0.153971907,0.997901394,0.120572569,0.156765659,0.025793621,0.861235447,0.227927522,0.450788994,0.219912075,0.466705118,0.613558484,0.032708809,0.725516891,0.180796508,0.862329795,0.939703989,0.425346421,0.081795471,0.734436959,0.561240479,0.297419911,0.923511459,0.190076065,0.910590361,0.751349057,0.435984535,0.343091723,0.76778443,0.028080037,0.634990743,0.710656545,0.899637867,0.742778945,0.474123263,0.165233322,0.906524676,0.478729185
random13,0.438406922,0.043819745,0.374807117,0.735740973,0.863564785,0.144352351,0.364583642,0.994805671,0.549030993,0.686874649,0.771639453,0.499468928,0.302591878,0.853151479,0.095394008,0.094946498,0.109381028,0.753091729,0.146306676,0.888280696,0.726478884,0.073783198,0.041429133,0.702223977,0.445923392,0.48979715,0.027152504,0.241602111,0.271878102,0.476811987,0.265356873,0.664488129,0.765793534,0.865753466,0.439062112,0.272747193,0.501694059,0.565731918,0.473958319,0.453923924,0.008383025,0.50578934,0.213855743,0.135050788,0.897075045,0.439702728,0.95139837,0.921698187,0.179749256,0.187550398,0.374584581,0.257866024,0.578065398,0.167172855,0.663663031,0.681826838,0.800862891,0.543525581,0.915949695,0.133349147
random130,0.462083442,0.575739505,0.503880677,0.99140317,0.84374497,0.164648057,0.402232934,0.766662714,0.239403837,0.700025427,0.856853572,0.149257524,0.548477486,0.698356886,0.298375815,0.451851974,0.943509003,0.317306069,0.372040277,0.304475767,0.644031604,0.616272801,0.646468241,0.401493645,0.946303582,0.851633568,0.086326603,0.235355032,0.670961077,0.40932396,0.070370356,0.863249587,0.069849829,0.402234289,0.53906585,0.095559501,0.593836914,0.969098599,0.383020939,0.399681814,0.991993189,0.433631541,0.554011682,0.970055023,0.247502315,0.046015187,0.814910426,0.469526939,0.34725743,0.557043495,0.59366912,0.95647814,0.350409507,0.057842635,0.096461151,0.189212506,0.336676752,0.676051594,0.567992463,0.827988961
random131,0.548218202,0.735080331,0.996985787,0.598975757,0.034123048,0.560976194,0.795616036,0.259067942,0.561976103,0.689680547,0.941868109,0.256374955,0.758112477,0.689914752,0.6411293,0.931997836,0.077278476,0.40333171,0.376655861,0.686789699,0.911489009,0.173482509,0.754377118,0.187661957,0.442091334,0.324697548,0.026235154,0.149663397,0.57506184,0.643719646,0.670213675,0.749617577,0.278100925,0.217588836,0.572471529,0.533008463,0.962848164,0.995576447,0.699596223,0.087603378,0.511115962,0.593241919,0.541616798,0.482396939,0.838149333,0.027190698,0.30777456,0.817821613,0.950135719,0.417090965,0.81510993,0.791809699,0.227358913,0.432736932,0.414711701,0.861571153,0.310393307,0.084154671,0.395601525,0.647920238
