feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random75,1.0,7.0,3.0,4.0,4.0,2.0,7.0,2.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,7.0,9.0,7.0,4.0,4.0,3.0,7.0,1.0,1.0,7.0,1.0,3.0,3.0,9.0,10.0,0.0,2.0,4.0,9.0,1.0,9.0,2.0,1.0,7.0,1.0,7.0,5.0,8.0,9.0,9.0,2.0,3.0,1.0,5.0,6.0,8.0,4.0,9.0,6.0,2.0,10.0,3.0,2.0,1.0,0.0
random750,99.0,81.0,0.0,18.0,23.0,76.0,5.0,80.0,67.0,27.0,66.0,4.0,79.0,25.0,69.0,28.0,55.0,95.0,100.0,31.0,77.0,64.0,40.0,40.0,14.0,54.0,11.0,30.0,94.0,76.0,70.0,76.0,14.0,11.0,44.0,80.0,38.0,72.0,30.0,6.0,93.0,34.0,70.0,32.0,34.0,59.0,8.0,39.0,64.0,57.0,8.0,74.0,78.0,93.0,25.0,65.0,12.0,1.0,9.0,39.0
random751,6.0,5.0,2.0,4.0,6.0,10.0,6.0,7.0,8.0,0.0,10.0,1.0,9.0,3.0,6.0,7.0,4.0,6.0,3.0,3.0,1.0,4.0,7.0,9.0,2.0,0.0,0.0,7.0,0.0,9.0,2.0,10.0,4.0,0.0,0.0,3.0,10.0,10.0,4.0,1.0,7.0,4.0,7.0,2.0,0.0,8.0,2.0,7.0,1.0,9.0,6.0,8.0,10.0,3.0,6.0,9.0,3.0,8.0,10.0,2.0
random752,0.512336908,0.437295904,0.016310232,0.065124069,0.098057825,0.338652658,0.429119076,0.833923393,0.150034861,0.167280184,0.907775744,0.095084398,0.67742798,0.155819844,0.753917232,0.719458074,0.196365013,0.341527634,0.273536509,0.04379453,0.137933989,0.665141812,0.706350847,0.203975219,0.429826374,0.841821346,0.19302848,0.568588167,0.606653478,0.783512652,0.362935977,0.910264461,0.477590136,0.359658212,0.091138663,0.350812596,0.503460436,0.723439263,0.450453879,0.831590108,0.118788527,0.535539696,0.128387436,0.98299067,0.978559437,0.53530318,0.7149201,0.362825182,0.251193861,0.370973667,0.195195873,0.249443282,0.962697615,0.675908229,0.020590891,0.299163912,0.062537065,0.379245932,0.380096091,0.867554489
random753,0.791583587,0.38386277,0.10125507,0.779278257,0.718345116,0.638130585,0.278975205,0.849280308,0.304347278,0.487986539,0.393250154,0.07052188,0.172795858,0.317868154,0.775476008,0.226157987,0.106837388,0.153809917,0.627123775,0.411888294,0.871156019,0.345129351,0.246509592,0.28541353,0.961455699,0.943291881,0.282084421,0.91649844,0.151837252,0.460550367,0.887896733,0.866028524,0.699048648,0.109747282,0.410218505,0.963505733,0.665921914,0.200491465,0.416197565,0.208083686,0.154014117,0.778020727,0.981503985,0.989761299,0.210765274,0.745762037,0.888673025,0.368228921,0.072990604,0.632787892,0.883943357,0.198687381,0.375118329,0.993710221,0.149552058,0.474808603,0.862036207,0.183446376,0.453805235,0.076176197
random754,46.0,84.0,23.0,50.0,99.0,41.0,15.0,53.0,12.0,43.0,78.0,46.0,13.0,46.0,21.0,86.0,91.0,51.0,53.0,27.0,82.0,62.0,68.0,50.0,94.0,44.0,49.0,93.0,18.0,64.0,20.0,27.0,21.0,78.0,52.0,48.0,97.0,28.0,92.0,82.0,5.0,54.0,8.0,73.0,70.0,42.0,46.0,38.0,97.0,88.0,35.0,100.0,30.0,54.0,97.0,89.0,49.0,72.0,19.0,77.0
random755,4.0,3.0,8.0,8.0,5.0,4.0,5.0,9.0,2.0,7.0,10.0,4.0,4.0,4.0,1.0,0.0,2.0,6.0,9.0,8.0,5.0,2.0,10.0,0.0,7.0,1.0,5.0,3.0,5.0,7.0,5.0,0.0,2.0,6.0,4.0,9.0,1.0,7.0,3.0,0.0,3.0,4.0,2.0,7.0,1.0,5.0,3.0,2.0,7.0,3.0,7.0,2.0,5.0,4.0,1.0,4.0,6.0,6.0,8.0,8.0
random756,0.399649113,0.826924669,0.798611633,0.080435609,0.586128879,0.870375788,0.299461273,0.803266072,0.695401901,0.206896745,0.313174493,0.36853324,0.696771153,0.443337509,0.804627329,0.615109468,0.066794914,0.416801705,0.892376328,0.914866591,0.793649477,0.669719402,0.456740444,0.692921626,0.889035604,0.268920237,0.410322704,0.240285275,0.774369305,0.744255981,0.306414719,0.238282002,0.250081966,0.97821115,0.959263857,0.899375692,0.556621257,0.641632169,0.353933214,0.386841383,0.996829591,0.025084334,0.902692031,0.045228021,0.605119576,0.865435607,0.211408001,0.304802829,0.512229329,0.914825074,0.612190731,0.08664138,0.365693535,0.403674253,0.546141705,0.807500347,0.68918916,0.621842234,0.954891916,0.381483665
random757,0.31704558,0.564189078,0.250800148,0.40645144,0.990231576,0.408214156,0.763273185,0.479022895,0.577346705,0.960539567,0.464783506,0.454942188,0.1572138,0.130645102,0.111067691,0.027647577,0.031419017,0.450680673,0.942856629,0.467693839,0.370386684,0.66946991,0.642146957,0.859958618,0.589687774,0.272528918,0.468846543,0.971156172,0.934653895,0.59661888,0.92426516,0.080264339,0.562986338,0.983031519,0.747173705,0.788275639,0.588278274,0.901205707,0.014786685,0.188259001,0.603547699,0.019695946,0.380131028,0.130872364,0.693511512,0.256332972,0.096427113,0.914521812,0.431170879,0.576357807,0.840162645,0.268199758,0.69898827,0.44458317,0.759589794,0.365320215,0.798007678,0.557462399,0.101453028,0.040332376
random758,10.0,52.0,7.0,21.0,26.0,64.0,3.0,15.0,88.0,27.0,12.0,3.0,59.0,94.0,73.0,83.0,61.0,77.0,80.0,28.0,3.0,36.0,74.0,43.0,30.0,28.0,87.0,67.0,36.0,93.0,65.0,42.0,41.0,15.0,42.0,88.0,68.0,85.0,27.0,42.0,44.0,25.0,63.0,56.0,69.0,40.0,56.0,54.0,21.0,26.0,98.0,91.0,33.0,15.0,30.0,41.0,8.0,43.0,98.0,26.0
random759,8.0,10.0,5.0,1.0,5.0,8.0,7.0,8.0,7.0,0.0,8.0,3.0,8.0,7.0,8.0,0.0,1.0,4.0,1.0,10.0,8.0,1.0,8.0,0.0,0.0,7.0,4.0,0.0,8.0,2.0,9.0,9.0,10.0,0.0,0.0,5.0,9.0,5.0,7.0,3.0,0.0,7.0,3.0,2.0,5.0,6.0,3.0,0.0,10.0,7.0,8.0,0.0,10.0,5.0,2.0,3.0,10.0,4.0,2.0,10.0
random76,0.273533015,0.68861503,0.785167753,0.1332539,0.28990087,0.329410343,0.809685578,0.703420575,0.375666298,0.993063663,0.270113392,0.196253242,0.820436401,0.440144473,0.610262825,0.333670047,0.25024455,0.537136062,0.32136954,0.599505119,0.844530373,0.393648477,0.225521748,0.067412317,0.392168246,0.11732925,0.956600234,0.932543771,0.628468192,0.492015681,0.331967672,0.105430915,0.03389533,0.450596149,0.321258007,0.152314637,0.616922009,0.015414813,0.555532904,0.740668774,0.15281552,0.189190896,0.549517217,0.60046513,0.95388552,0.553533617,0.24620996,0.3549742,0.316150122,0.925253541,0.050901528,0.995839863,0.034787881,0.57947808,0.909262754,0.746205646,0.672132998,0.140112017,0.028809187,0.535337538
random760,0.549565064,0.948169254,0.091075818,0.611253603,0.697311317,0.805497096,0.836758743,0.113060596,0.054672007,0.147358029,0.937144215,0.0679812,0.000593127,0.214105357,0.806861644,0.920408229,0.550915073,0.303199813,0.491151113,0.917971617,0.342685723,0.042272856,0.546853322,0.718159446,0.400426847,0.302411715,0.731638567,0.747715224,0.386945429,0.781086178,0.593265252,0.995630745,0.98441773,0.839450244,0.73478009,0.919860571,0.797784628,0.035978071,0.39712931,0.054564079,0.448274742,0.632337921,0.610546323,0.11079181,0.285974809,0.090437837,0.942983899,0.067107437,0.351845652,0.319814752,0.50527113,0.135208006,0.575533238,0.723606741,0.040104432,0.150486607,0.383184904,0.541099259,0.169995443,0.366995909
random761,0.222098804,0.348541585,0.981574547,0.482602172,0.366031053,0.715705229,0.185655689,0.462717794,0.861505054,0.470650343,0.832026584,0.612795668,0.16031536,0.460844776,0.774921996,0.49720685,0.034349781,0.566250269,0.511482338,0.254624945,0.301542137,0.311864844,0.614469173,0.064462747,0.476654999,0.39980636,0.887282701,0.570847237,0.652120983,0.64997668,0.862899732,0.422907771,0.384102406,0.157482121,0.024807243,0.783550132,0.80272343,0.965019884,0.155349588,0.784831299,0.786020209,0.080773386,0.711708546,0.756728933,0.893694528,0.002336154,0.20063988,0.842212893,0.914663407,0.577936585,0.738598994,0.40196349,0.737704535,0.208885911,0.544919565,0.372370673,0.918461615,0.36069855,0.995274565,0.145278018
random762,36.0,24.0,96.0,56.0,65.0,96.0,61.0,96.0,65.0,40.0,71.0,16.0,43.0,88.0,1.0,10.0,67.0,39.0,49.0,11.0,6.0,10.0,55.0,80.0,80.0,30.0,99.0,8.0,19.0,79.0,59.0,15.0,82.0,17.0,52.0,87.0,95.0,56.0,3.0,18.0,19.0,4.0,89.0,43.0,36.0,72.0,49.0,29.0,36.0,38.0,65.0,56.0,50.0,87.0,88.0,1.0,91.0,86.0,30.0,64.0
random763,10.0,9.0,0.0,4.0,10.0,8.0,10.0,10.0,9.0,4.0,7.0,9.0,9.0,10.0,4.0,0.0,9.0,2.0,2.0,0.0,8.0,2.0,9.0,1.0,0.0,1.0,1.0,1.0,8.0,10.0,3.0,4.0,9.0,2.0,3.0,1.0,2.0,2.0,6.0,7.0,5.0,10.0,4.0,7.0,10.0,5.0,0.0,7.0,9.0,4.0,7.0,6.0,0.0,10.0,5.0,8.0,3.0,5.0,3.0,5.0
random764,0.587614596,0.187615261,0.117342009,0.046547814,0.95135638,0.381415918,0.623696,0.473234071,0.065285685,0.022127963,0.366911679,0.168418798,0.404451962,0.268174339,0.320540559,0.636115186,0.318669145,0.949258487,0.256791559,0.723341648,0.587978627,0.339249613,0.829869058,0.364316287,0.881966811,0.378509709,0.282955611,0.055117536,0.193994228,0.484965135,0.160636299,0.106671755,0.943066903,0.974361177,0.26340173,0.12715569,0.157945046,0.459083508,0.588020578,0.440750454,0.11574156,0.834480994,0.461378994,0.657360085,0.550483365,0.108674102,0.202506474,0.884700332,0.412109644,0.47028148,0.029911728,0.476442091,0.447116556,0.56423821,0.544671023,0.73831727,0.263050514,0.147823096,0.667950137,0.700763431
random765,0.805793722,0.020188003,0.903151964,0.455970875,0.198650101,0.888789184,0.282008454,0.290573009,0.55203088,0.277752835,0.732870788,0.418357009,0.936732678,0.323904498,0.837561174,0.922876172,0.451831344,0.627554247,0.332558288,0.945504699,0.601160369,0.291874124,0.721701495,0.708616863,0.85496084,0.382770276,0.762232381,0.180045023,0.598041795,0.412834411,0.744923855,0.890124154,0.080418355,0.830353904,0.505170606,0.906759317,0.479160384,0.601336356,0.920611807,0.808505516,0.367611085,0.957246164,0.023548075,0.69198461,0.185200577,0.929444959,0.526280525,0.901400978,0.445382275,0.362693278,0.644287999,0.825588119,0.213798254,0.84716588,0.532398875,0.968199391,0.665820238,0.873795494,0.695503488,0.821368523
random766,90.0,10.0,11.0,23.0,87.0,38.0,42.0,34.0,51.0,76.0,41.0,10.0,95.0,29.0,98.0,76.0,56.0,5.0,73.0,80.0,0.0,25.0,48.0,72.0,19.0,80.0,19.0,94.0,82.0,49.0,27.0,33.0,92.0,18.0,98.0,48.0,58.0,51.0,28.0,33.0,9.0,59.0,32.0,10.0,32.0,38.0,58.0,48.0,1.0,81.0,87.0,24.0,30.0,5.0,54.0,7.0,66.0,85.0,40.0,42.0
random767,3.0,2.0,6.0,6.0,6.0,8.0,7.0,8.0,1.0,6.0,5.0,0.0,7.0,3.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,6.0,10.0,5.0,10.0,8.0,8.0,2.0,0.0,8.0,5.0,4.0,10.0,0.0,3.0,6.0,6.0,8.0,4.0,0.0,10.0,0.0,7.0,10.0,5.0,1.0,6.0,1.0,9.0,5.0,3.0,5.0,7.0,3.0,4.0,8.0,6.0,6.0,10.0
random768,0.078150843,0.663818633,0.136860224,0.864068253,0.795905767,0.759729333,0.302908792,0.352539183,0.64342155,0.926732928,0.236431137,0.027412107,0.481312743,0.052938792,0.508231372,0.281490569,0.756072308,0.017617826,0.11563679,0.229928865,0.810894943,0.435321104,0.353221175,0.42756378,0.68013905,0.733578097,0.09767052,0.047707799,0.461098231,0.203303578,0.677562298,0.858348983,0.248007304,0.705302142,0.665402582,0.122652402,0.905106781,0.855259619,0.461910466,0.272104191,0.994024077,0.348497446,0.580767918,0.153363182,0.396912914,0.863204837,0.210856061,0.531409407,0.540618879,0.175679972,0.135063356,0.022309734,0.862649205,0.723675173,0.105653511,0.273215252,0.18738197,0.129828324,0.223301381,0.691036518
random769,0.71373192,0.898434385,0.085256709,0.623653741,0.435186912,0.604682878,0.478828719,0.283955228,0.469010506,0.116060247,0.100024997,0.393167154,0.820037299,0.587123623,0.029545043,0.362218753,0.688657688,0.856561313,0.945631413,0.306719702,0.515415299,0.769630995,0.347298358,0.314424557,0.522195492,0.013378896,0.921647368,0.132059483,0.029976126,0.674738917,0.967763941,0.53261974,0.546352169,0.015162569,0.729891814,0.275709249,0.700365529,0.243690364,0.747316803,0.02716108,0.774062826,0.446440579,0.733943317,0.75013031,0.128211942,0.887373062,0.008784218,0.974752273,0.686881052,0.392560551,0.32360546,0.639178707,0.05849092,0.240971992,0.129260574,0.582812917,0.35939154,0.213574057,0.451120618,0.162171635
random77,0.752219021,0.635679655,0.886826353,0.428638546,0.731712936,0.450289899,0.90891963,0.850783455,0.771110973,0.432553146,0.554437712,0.580570105,0.42031593,0.690659433,0.491435165,0.822106365,0.327239984,0.556459542,0.198143319,0.4072289,0.547046461,0.876255191,0.220931684,0.273794965,0.111480304,0.986753237,0.299683313,0.524671444,0.110924292,0.188419198,0.286515356,0.845313252,0.219215956,0.253173323,0.194151857,0.704690332,0.487348045,0.580328108,0.472410351,0.341630189,0.035508122,0.905713306,0.882542561,0.407558339,0.940499286,0.200089224,0.926871731,0.562809564,0.034583209,0.653138981,0.524236446,0.415115216,0.364807211,0.080334237,0.337611466,0.514831024,0.702667153,0.012922484,0.856286224,0.727729178
random770,5.0,96.0,96.0,5.0,12.0,86.0,59.0,63.0,91.0,6.0,2.0,88.0,56.0,97.0,89.0,57.0,96.0,4.0,83.0,32.0,49.0,22.0,66.0,19.0,92.0,10.0,9.0,12.0,21.0,32.0,62.0,8.0,95.0,62.0,100.0,38.0,97.0,12.0,50.0,67.0,89.0,92.0,79.0,23.0,58.0,89.0,66.0,57.0,2.0,8.0,3.0,70.0,97.0,47.0,95.0,2.0,97.0,81.0,41.0,60.0
random771,7.0,2.0,2.0,8.0,0.0,0.0,3.0,6.0,9.0,9.0,6.0,7.0,0.0,9.0,9.0,9.0,10.0,2.0,4.0,3.0,10.0,0.0,7.0,9.0,1.0,10.0,6.0,1.0,8.0,6.0,5.0,0.0,4.0,0.0,4.0,6.0,4.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,7.0,8.0,10.0,10.0,2.0,7.0,1.0,10.0,8.0,10.0,1.0,2.0,3.0,9.0,1.0,0.0
random772,0.618801655,0.360001173,0.314132408,0.042660687,0.395358731,0.149684723,0.011031773,0.427664115,0.65509339,0.46726585,0.089073514,0.42231875,0.884743211,0.222162856,0.319438605,0.415531766,0.94616546,0.090854973,0.536988629,0.66507325,0.407940803,0.267388907,0.897226782,0.523239583,0.99752548,0.77276388,0.296669943,0.974615596,0.997922374,0.855596993,0.64198109,0.126863198,0.89618964,0.197330395,0.617953539,0.178708268,0.653186042,0.858794898,0.815081318,0.471127468,0.584791746,0.282967492,0.617334918,0.68589868,0.784388948,0.646979653,0.05201509,0.260901247,0.58747221,0.140714716,0.797077251,0.572449488,0.516948021,0.429596396,0.244083197,0.668780792,0.527167829,0.175304774,0.621760449,0.690832174
random773,0.453620388,0.952376159,0.531630616,0.189423278,0.279107242,0.23809923,0.865366902,0.802103884,0.727261421,0.895760994,0.302099484,0.985958699,0.24542116,0.959254904,0.027168731,0.877130462,0.310314332,0.07151968,0.048868353,0.964395279,0.628544518,0.270190643,0.779689803,0.779917934,0.560680818,0.379823284,0.092799284,0.518858448,0.903106234,0.424625325,0.949441097,0.940919645,0.250946561,0.163386932,0.315088208,0.756594637,0.602717286,0.659211838,0.20551772,0.290929543,0.553357142,0.083451277,0.322010543,0.62456517,0.848950409,0.628825551,0.381878803,0.737230087,0.461727028,0.169948985,0.644938981,0.546263164,0.222687408,0.953659559,0.066119761,0.257291853,0.468848768,0.260347868,0.458512707,0.211084142
random774,78.0,91.0,85.0,24.0,74.0,96.0,9.0,22.0,49.0,22.0,88.0,44.0,66.0,24.0,91.0,20.0,59.0,24.0,60.0,7.0,89.0,84.0,50.0,86.0,62.0,23.0,19.0,23.0,85.0,43.0,35.0,23.0,16.0,11.0,56.0,58.0,14.0,49.0,52.0,73.0,43.0,71.0,92.0,21.0,83.0,3.0,67.0,57.0,26.0,80.0,72.0,92.0,16.0,14.0,46.0,45.0,68.0,6.0,13.0,1.0
random775,5.0,8.0,8.0,3.0,9.0,6.0,4.0,7.0,10.0,3.0,1.0,5.0,1.0,1.0,7.0,9.0,9.0,9.0,9.0,0.0,10.0,5.0,7.0,2.0,4.0,0.0,4.0,2.0,0.0,8.0,8.0,9.0,6.0,6.0,8.0,10.0,7.0,8.0,7.0,1.0,7.0,3.0,4.0,6.0,0.0,8.0,0.0,8.0,3.0,6.0,10.0,4.0,4.0,1.0,5.0,1.0,2.0,6.0,5.0,8.0
random776,0.850708849,0.709442957,0.072660219,0.185255091,0.89695394,0.609663672,0.142329973,0.30102074,0.365197063,0.366044716,0.414655019,0.802454767,0.056089634,0.274624355,0.868792788,0.523083971,0.952262136,0.656326808,0.775193325,0.769043463,0.524662594,0.865819926,0.65894617,0.764010771,0.164157572,0.762951078,0.056681926,0.606259174,0.688059407,0.338431114,0.793463504,0.592050324,0.405641984,0.042767334,0.924724728,0.215300423,0.773572378,0.813160203,0.279663198,0.820134547,0.392293958,0.654569145,0.116004749,0.086395774,0.762651411,0.98005038,0.796144598,0.029940875,0.224147156,0.473416028,0.805455341,0.748856487,0.105131101,0.008501573,0.645808993,0.895446285,0.999469332,0.501738541,0.416979333,0.737324601
random777,0.818952323,0.069991642,0.26611724,0.380419673,0.086600175,0.245150647,0.537492804,0.776534294,0.740956517,0.987344035,0.937166224,0.787670425,0.773684323,0.817033186,0.794627903,0.309879971,0.486144038,0.869870112,0.1869871,0.229957708,0.089696478,0.08287371,0.889407611,0.932496878,0.204871074,0.854485794,0.689616919,0.03447421,0.861181817,0.943866583,0.920721466,0.835131402,0.371813419,0.169514616,0.092467962,0.006427558,0.403460158,0.213868887,0.555694547,0.745852936,0.648575815,0.48161373,0.913804489,0.608179923,0.774095221,0.097933952,0.054208495,0.995691186,0.111355291,0.747144582,0.797201419,0.48925821,0.628045853,0.201069256,0.67993194,0.556270336,0.555553949,0.52637083,0.048645937,0.115025109
random778,62.0,1.0,6.0,24.0,28.0,32.0,48.0,67.0,36.0,41.0,62.0,27.0,50.0,1.0,98.0,93.0,33.0,37.0,95.0,15.0,15.0,72.0,41.0,77.0,12.0,87.0,62.0,61.0,79.0,59.0,14.0,95.0,90.0,38.0,24.0,61.0,35.0,52.0,43.0,2.0,37.0,18.0,40.0,53.0,27.0,51.0,14.0,40.0,9.0,40.0,17.0,82.0,2.0,10.0,9.0,54.0,81.0,74.0,25.0,5.0
random779,5.0,4.0,6.0,0.0,8.0,4.0,7.0,9.0,8.0,3.0,1.0,10.0,1.0,2.0,7.0,0.0,7.0,5.0,9.0,7.0,6.0,6.0,7.0,3.0,0.0,4.0,1.0,10.0,10.0,6.0,0.0,1.0,10.0,8.0,7.0,0.0,10.0,4.0,7.0,5.0,9.0,9.0,4.0,8.0,3.0,5.0,4.0,6.0,6.0,0.0,2.0,8.0,1.0,1.0,7.0,6.0,0.0,2.0,5.0,0.0
random78,80.0,20.0,1.0,14.0,1.0,55.0,82.0,34.0,97.0,31.0,11.0,62.0,63.0,22.0,96.0,81.0,41.0,50.0,30.0,82.0,96.0,83.0,3.0,50.0,12.0,4.0,1.0,76.0,78.0,70.0,98.0,29.0,88.0,80.0,70.0,39.0,29.0,20.0,8.0,49.0,31.0,75.0,7.0,54.0,29.0,70.0,69.0,35.0,51.0,97.0,80.0,59.0,59.0,81.0,13.0,39.0,9.0,34.0,59.0,18.0
random780,0.136742823,0.89241761,0.305900283,0.353039229,0.925380255,0.649398796,0.521696862,0.506438315,0.866223083,0.886675454,0.562868067,0.576220511,0.775890258,0.746311912,0.198979225,0.990525311,0.491957144,0.839393579,0.465556298,0.330093344,0.151883525,0.951175021,0.762148399,0.845327312,0.494822724,0.04247976,0.849514782,0.270323518,0.497739323,0.124321961,0.290925901,0.855276662,0.028030467,0.881476731,0.097830857,0.089403116,0.296256108,0.472824416,0.555920872,0.81453759,0.481228163,0.100439138,0.01277741,0.359998839,0.144867437,0.365678575,0.381567465,0.62073227,0.035536184,0.252000729,0.662484305,0.104077679,0.120639061,0.587363424,0.402346308,0.552249218,0.545151491,0.923369159,0.229523842,0.693252352
random781,0.124118479,0.311304957,0.214057183,0.569194423,0.625585457,0.565750087,0.81723679,0.562691147,0.497764591,0.442578777,0.694633535,0.346552818,0.265044666,0.516429793,0.675320735,0.466198235,0.301037533,0.60208196,0.372744253,0.10967413,0.148044994,0.617414797,0.411331167,0.459857541,0.030492907,0.766775123,0.263523462,0.257615664,0.498817606,0.486601306,0.275033393,0.750033821,0.831105689,0.767169324,0.624593865,0.127514467,0.24001127,0.054706585,0.639415519,0.033596574,0.368729273,0.78017377,0.764170268,0.760828451,0.966768914,0.451185581,0.555814162,0.222428704,0.138956492,0.588347829,0.289385521,0.638018909,0.730140173,0.430242989,0.097718887,0.867760815,0.1624818,0.944887538,0.414026605,0.639698208
random782,17.0,13.0,58.0,52.0,52.0,61.0,44.0,66.0,48.0,36.0,41.0,26.0,39.0,7.0,52.0,12.0,11.0,43.0,34.0,13.0,49.0,43.0,27.0,14.0,1.0,45.0,2.0,29.0,65.0,92.0,89.0,86.0,3.0,83.0,10.0,47.0,3.0,10.0,95.0,11.0,92.0,78.0,14.0,45.0,82.0,95.0,37.0,84.0,29.0,46.0,94.0,74.0,57.0,47.0,84.0,81.0,49.0,11.0,96.0,89.0
random783,8.0,10.0,1.0,2.0,6.0,5.0,6.0,8.0,4.0,10.0,5.0,2.0,10.0,5.0,7.0,9.0,4.0,3.0,4.0,2.0,8.0,0.0,3.0,6.0,8.0,10.0,8.0,9.0,1.0,0.0,0.0,3.0,8.0,3.0,1.0,8.0,1.0,6.0,4.0,1.0,6.0,10.0,5.0,10.0,1.0,8.0,2.0,1.0,5.0,4.0,1.0,9.0,2.0,4.0,10.0,9.0,4.0,1.0,8.0,6.0
random784,0.364665114,0.882542678,0.168442985,0.101280824,0.153129001,0.2927893,0.549899841,0.096588775,0.151316997,0.937615726,0.39237468,0.97748843,0.695708069,0.076943429,0.490590367,0.728157424,0.607422754,0.178113163,0.744418535,0.71124101,0.789158353,0.75737674,0.624179098,0.913779108,0.406756174,0.780308606,0.421526552,0.093318955,0.032665234,0.952467967,0.789636876,0.007396209,0.595046677,0.777574763,0.929577199,0.611626146,0.410680965,0.823893278,0.966237484,0.148013663,0.362811988,0.29777527,0.283068292,0.857180314,0.876259455,0.099330555,0.434740382,0.069678396,0.478251407,0.419369405,0.998073965,0.220309306,0.924876974,0.436480732,0.171890732,0.266782651,0.220855447,0.674063826,0.759381988,0.649986166
random785,0.372593999,0.14760207,0.376939547,0.99448478,0.919547002,0.232248526,0.035134977,0.98852844,0.930578898,0.550105208,0.370174207,0.611305009,0.472062928,0.519636572,0.365280922,0.008824621,0.289231459,0.212198779,0.293249385,0.212733443,0.238816603,0.143434629,0.606272491,0.594345025,0.051908572,0.68647148,0.23606852,0.435830547,0.550471152,0.01227544,0.569276548,0.978039853,0.059188649,0.262527597,0.45239929,0.607474861,0.703932693,0.288861399,0.814645636,0.715479224,0.350581099,0.112130859,0.523785427,0.913201165,0.51345656,0.490072263,0.172315706,0.984383396,0.247798358,0.427827263,0.859746695,0.048970695,0.517084071,0.647331744,0.183067354,0.231003098,0.652057343,0.717088053,0.231113738,0.580447926
random786,83.0,0.0,8.0,97.0,41.0,61.0,98.0,64.0,38.0,0.0,55.0,52.0,45.0,61.0,98.0,17.0,71.0,54.0,76.0,81.0,37.0,51.0,17.0,92.0,22.0,28.0,87.0,19.0,33.0,85.0,88.0,12.0,0.0,45.0,20.0,78.0,97.0,100.0,77.0,48.0,66.0,74.0,35.0,78.0,19.0,76.0,36.0,67.0,96.0,39.0,79.0,2.0,78.0,33.0,79.0,48.0,44.0,55.0,75.0,68.0
random787,7.0,10.0,7.0,0.0,1.0,10.0,2.0,1.0,2.0,8.0,9.0,5.0,3.0,0.0,6.0,7.0,2.0,0.0,5.0,8.0,7.0,5.0,6.0,10.0,8.0,2.0,1.0,5.0,4.0,10.0,4.0,3.0,8.0,5.0,10.0,7.0,5.0,2.0,3.0,3.0,10.0,3.0,9.0,2.0,1.0,2.0,9.0,10.0,2.0,10.0,3.0,7.0,7.0,10.0,2.0,4.0,9.0,0.0,4.0,4.0
random788,0.545581802,0.544695498,0.71078553,0.514302454,0.738441094,0.064046441,0.747201714,0.806301843,0.108588876,0.995618603,0.446880852,0.167653591,0.437820376,0.806132384,0.070735924,0.410408855,0.596050474,0.902708953,0.076351339,0.561177864,0.111336897,0.235408732,0.159849239,0.993902175,0.81060108,0.852303545,0.15635257,0.342738716,0.972163216,0.899286845,0.760253447,0.768313764,0.423213602,0.799546238,0.211233951,0.846162705,0.965780797,0.826705818,0.29061611,0.194580822,0.756544155,0.307564869,0.794743297,0.687443083,0.658527312,0.979059407,0.080915953,0.4448904,0.738306511,0.479777522,0.293470251,0.484943686,0.132589867,0.692118977,0.165496942,0.654926566,0.031981906,0.032548239,0.938202086,0.837898788
random789,0.490867672,0.185941859,0.399882762,0.467811799,0.141406812,0.734676044,0.404807499,0.711908127,0.155254369,0.620528108,0.791278009,0.583710004,0.965093251,0.429891048,0.903933848,0.624213149,0.516504201,0.50507493,0.796814675,0.276877525,0.675188336,0.783302616,0.892243255,0.392473961,0.829987538,0.091762407,0.172426604,0.50269176,0.960099552,0.659866653,0.127450379,0.411949422,0.79307032,0.309351464,0.789642841,0.069337209,0.218542482,0.132108065,0.596255354,0.172723361,0.027419066,0.818813603,0.231003751,0.332171374,0.870847851,0.213670144,0.301434652,0.969995796,0.491224736,0.114795381,0.070974298,0.979906019,0.548861293,0.724816428,0.918707298,0.167280186,0.504991606,0.293386922,0.847547825,0.359692645
