feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random373,0.144556581,0.256155899,0.347810918,0.139370168,0.424657807,0.91521041,0.847372309,0.190990354,0.170543658,0.587868518,0.627484595,0.325285287,0.70060913,0.562836718,0.867935588,0.130897553,0.530316008,0.654589016,0.05450575,0.425622261,0.356127882,0.662104797,0.925679209,0.559636714,0.184375289,0.10063762,0.461716865,0.259588527,0.822455411,0.903304183,0.650378324,0.556294407,0.06662227,0.03501702,0.032850354,0.917791645,0.725193759,0.10822226,0.792081251,0.135968562,0.428555704,0.231241899,0.528243997,0.192947333,0.482480197,0.732576456,0.240809795,0.954897133,0.232699449,0.077382997,0.867174938,0.634359684,0.740283642,0.555954293,0.132273501,0.389744262,0.165387936,0.786887414,0.822416315,0.16625037
random374,2.0,37.0,63.0,91.0,9.0,71.0,50.0,30.0,31.0,49.0,61.0,33.0,25.0,54.0,2.0,91.0,45.0,95.0,4.0,85.0,99.0,32.0,11.0,91.0,29.0,91.0,2.0,51.0,16.0,24.0,25.0,48.0,45.0,17.0,64.0,26.0,48.0,72.0,20.0,1.0,60.0,6.0,27.0,39.0,47.0,26.0,79.0,50.0,46.0,29.0,15.0,52.0,60.0,74.0,45.0,94.0,66.0,57.0,27.0,68.0
random375,9.0,0.0,0.0,3.0,1.0,4.0,8.0,9.0,1.0,7.0,9.0,7.0,2.0,0.0,5.0,7.0,6.0,10.0,4.0,0.0,1.0,3.0,5.0,2.0,4.0,4.0,3.0,8.0,8.0,8.0,10.0,0.0,8.0,8.0,7.0,4.0,6.0,9.0,9.0,8.0,2.0,4.0,8.0,7.0,8.0,6.0,3.0,6.0,2.0,1.0,3.0,6.0,6.0,8.0,9.0,10.0,3.0,3.0,8.0,9.0
random376,0.179118046,0.160143229,0.506503977,0.781550494,0.260837843,0.644045424,0.094797646,0.665470529,0.226704937,0.796910893,0.361287915,0.785908036,0.48003931,0.525647651,0.288178973,0.872059668,0.442145308,0.858424695,0.799693863,0.534565089,0.003488398,0.851505219,0.737807493,0.926966799,0.04217015,0.783512114,0.670541396,0.474346453,0.404513163,0.457065265,0.225690175,0.071451423,0.672117691,0.264729913,0.572527869,0.004262231,0.538801961,0.195865234,0.868714176,0.850386747,0.786816168,0.677413985,0.554802603,0.025098497,0.648248433,0.282119291,0.049659391,0.302418467,0.50946894,0.01214292,0.944972917,0.921455171,0.971907149,0.732174186,0.569071673,0.860071707,0.57366232,0.266813682,0.67936096,0.094660495
random377,0.410711876,0.326774651,0.562345136,0.130358057,0.021153965,0.856090148,0.67095432,0.652439904,0.867918648,0.888276968,0.525881148,0.042881172,0.012585157,0.550293902,0.840240487,0.186564108,0.040096216,0.406077413,0.103491076,0.379681286,0.87919483,0.696747276,0.726904741,0.849133193,0.390749138,0.201137645,0.318437314,0.856041726,0.868619015,0.991742893,0.725277904,0.299294694,0.150028039,0.305799502,0.795968537,0.000770277,0.644688169,0.501510323,0.263685308,0.642494335,0.793389067,0.195658466,0.935438511,0.343565755,0.636408122,0.150191636,0.879744913,0.216303412,0.659676882,0.616273417,0.488817407,0.313341032,0.480350373,0.791869657,0.135184838,0.276495978,0.277307389,0.748625342,0.280335688,0.260727107
random378,48.0,26.0,17.0,24.0,86.0,61.0,16.0,63.0,78.0,17.0,57.0,16.0,2.0,85.0,64.0,20.0,76.0,36.0,86.0,96.0,68.0,53.0,90.0,11.0,39.0,59.0,69.0,97.0,77.0,4.0,40.0,70.0,5.0,76.0,46.0,50.0,32.0,36.0,98.0,88.0,50.0,53.0,51.0,2.0,17.0,39.0,72.0,27.0,35.0,63.0,38.0,27.0,3.0,62.0,91.0,71.0,56.0,22.0,100.0,92.0
random379,8.0,3.0,6.0,3.0,2.0,2.0,4.0,8.0,4.0,7.0,5.0,0.0,6.0,1.0,7.0,8.0,10.0,5.0,7.0,4.0,4.0,7.0,2.0,0.0,5.0,1.0,5.0,6.0,7.0,9.0,8.0,0.0,0.0,6.0,2.0,7.0,3.0,0.0,5.0,1.0,4.0,8.0,4.0,2.0,10.0,8.0,5.0,10.0,7.0,3.0,0.0,5.0,7.0,2.0,5.0,8.0,9.0,8.0,3.0,5.0
random38,70.0,18.0,22.0,73.0,88.0,28.0,24.0,9.0,59.0,82.0,100.0,12.0,6.0,31.0,100.0,8.0,54.0,62.0,100.0,61.0,13.0,22.0,96.0,15.0,35.0,100.0,65.0,28.0,82.0,12.0,79.0,51.0,46.0,89.0,13.0,39.0,47.0,17.0,90.0,6.0,96.0,18.0,34.0,63.0,71.0,20.0,36.0,55.0,51.0,20.0,37.0,8.0,13.0,61.0,14.0,74.0,45.0,44.0,63.0,17.0
random380,0.42468292,0.833574246,0.653552048,0.9019468,0.648319078,0.061630979,0.618101788,0.584033545,0.498714306,0.510439186,0.164249798,0.714149072,0.017178032,0.760488284,0.22788015,0.872075822,0.190030949,0.730252354,0.168345316,0.024454811,0.596025175,0.897200972,0.11511755,0.595573616,0.960168032,0.938938284,0.523070987,0.045457452,0.692576302,0.8423142,0.95771985,0.903283141,0.291245198,0.816707958,0.705517823,0.956091319,0.033480353,0.422241814,0.300298269,0.44595786,0.946413529,0.630932015,0.425521778,0.676960756,0.741065042,0.587343597,0.311076226,0.069207219,0.098571155,0.600686784,0.014644096,0.382100718,0.994202628,0.856231998,0.545386314,0.855809393,0.204079766,0.064945886,0.736041688,0.651931275
random381,0.920745257,0.772989105,0.242512817,0.813841443,0.513260673,0.540634998,0.122307058,0.839050792,0.048540857,0.808482621,0.678794487,0.258199645,0.823999424,0.382237337,0.075030441,0.808101684,0.393077367,0.421791502,0.134811027,0.471019115,0.133382627,0.091293815,0.122665745,0.309004986,0.503562918,0.458816416,0.518198754,0.847732651,0.728977381,0.492888081,0.604282111,0.716240598,0.258806402,0.105202154,0.012263855,0.00295126,0.984779087,0.475663377,0.293970585,0.745266992,0.693036023,0.062080478,0.933252297,0.92427459,0.287813114,0.536799455,0.254710937,0.999126803,0.432953819,0.01531001,0.152625614,0.613938186,0.106588136,0.668175548,0.891155353,0.246892838,0.296610069,0.420971293,0.854890441,0.137217961
random382,13.0,50.0,86.0,95.0,50.0,38.0,67.0,93.0,43.0,79.0,88.0,60.0,53.0,68.0,54.0,34.0,56.0,30.0,7.0,26.0,26.0,11.0,98.0,63.0,43.0,90.0,7.0,99.0,66.0,87.0,42.0,14.0,67.0,87.0,0.0,93.0,42.0,79.0,90.0,57.0,43.0,74.0,37.0,6.0,15.0,3.0,28.0,34.0,21.0,58.0,10.0,60.0,82.0,63.0,11.0,24.0,23.0,75.0,46.0,27.0
random383,6.0,9.0,2.0,6.0,6.0,0.0,10.0,6.0,10.0,8.0,1.0,0.0,8.0,8.0,10.0,10.0,3.0,6.0,6.0,10.0,7.0,1.0,0.0,4.0,0.0,0.0,10.0,0.0,1.0,6.0,2.0,4.0,1.0,10.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,6.0,0.0,1.0,1.0,6.0,1.0,3.0,6.0,3.0,8.0,7.0,9.0,4.0,4.0,8.0,6.0,6.0,3.0,6.0
random384,0.005546123,0.060034129,0.490991039,0.980039199,0.107040383,0.506554571,0.302372636,0.098742561,0.798204181,0.193340016,0.562866696,0.781446887,0.977815112,0.255263154,0.331821412,0.634396993,0.012688484,0.92775363,0.432329768,0.991626074,0.056899193,0.272146495,0.050296008,0.937528778,0.863583322,0.221242693,0.742405678,0.092271716,0.961278372,0.739561158,0.600179512,0.620290261,0.260248649,0.651293987,0.01908776,0.21083724,0.935671834,0.403553204,0.523196128,0.730697529,0.047191472,0.055187058,0.82126711,0.345731176,0.111195665,0.424410963,0.841219955,0.241043342,0.597805247,0.35144205,0.94032827,0.936890067,0.10684156,0.128606236,0.997037937,0.571267398,0.377464996,0.097695603,0.217629337,0.090875078
random385,0.075833385,0.856886987,0.336826208,0.436935272,0.393823099,0.896674847,0.345635176,0.216170842,0.06297122,0.356052608,0.058987308,0.378467399,0.242192374,0.235636974,0.937135134,0.697617636,0.07068695,0.332207427,0.738482745,0.305433323,0.791388558,0.011944521,0.479898308,0.01783471,0.003924023,0.409887448,0.535033828,0.866591199,0.99067626,0.628204529,0.345375974,0.222695833,0.55900054,0.478244108,0.052666458,0.751215563,0.394377178,0.413504624,0.081556513,0.672706923,0.21947968,0.407075741,0.929168017,0.833854208,0.367617216,0.802627681,0.297997231,0.985316519,0.608378026,0.310836615,0.464277616,0.969750221,0.465398609,0.599236652,0.931726388,0.992857774,0.641340008,0.777293335,0.003983115,0.993141867
random386,12.0,3.0,73.0,58.0,73.0,20.0,91.0,5.0,49.0,100.0,34.0,62.0,84.0,11.0,2.0,65.0,30.0,43.0,71.0,5.0,57.0,88.0,96.0,11.0,25.0,45.0,17.0,99.0,52.0,62.0,37.0,45.0,29.0,17.0,62.0,23.0,21.0,14.0,54.0,69.0,5.0,93.0,88.0,17.0,86.0,100.0,81.0,63.0,85.0,75.0,58.0,87.0,63.0,0.0,81.0,63.0,79.0,15.0,18.0,11.0
random387,8.0,8.0,2.0,1.0,4.0,6.0,0.0,2.0,9.0,7.0,3.0,7.0,1.0,1.0,6.0,0.0,2.0,5.0,2.0,10.0,1.0,1.0,7.0,9.0,9.0,7.0,6.0,4.0,4.0,6.0,0.0,4.0,6.0,4.0,3.0,5.0,7.0,10.0,10.0,7.0,8.0,10.0,3.0,7.0,0.0,6.0,0.0,8.0,9.0,7.0,8.0,1.0,8.0,0.0,0.0,7.0,1.0,5.0,2.0,0.0
random388,0.079194118,0.028586574,0.50160463,0.216611546,0.289403185,0.027158114,0.719709512,0.613249579,0.143613945,0.327729384,0.318630965,0.218209328,0.325519519,0.980699431,0.125023928,0.548639452,0.928662341,0.359403814,0.028603054,0.215707654,0.267908722,0.344895053,0.219656805,0.958616488,0.481252289,0.215969798,0.453565941,0.989416661,0.23352064,0.440890703,0.688733521,0.130171919,0.841568622,0.868867513,0.094981612,0.569753764,0.257347188,0.738654988,0.557955871,0.73782024,0.254148954,0.126469536,0.159761866,0.112426589,0.32895686,0.994775681,0.720746733,0.266049601,0.0102273,0.765002948,0.79019329,0.740489938,0.692437095,0.398014674,0.800872911,0.52138006,0.936396957,0.777481314,0.250750514,0.395879975
random389,0.783376079,0.697289058,0.797817216,0.829645559,0.693400624,0.028156753,0.859240755,0.391855524,0.994645887,0.708028965,0.904403857,0.885458594,0.089737489,0.859066484,0.957728179,0.168035488,0.733931924,0.707255231,0.71743585,0.723620926,0.190231344,0.309316717,0.915513203,0.066092684,0.692766121,0.311354142,0.147465873,0.420263525,0.003420536,0.424959856,0.987988099,0.876841521,0.937251033,0.084922293,0.075549152,0.646724587,0.511548722,0.25539362,0.120754179,0.63686286,0.046167329,0.338057497,0.487393737,0.229792619,0.480346689,0.333963318,0.746627087,0.289757369,0.953569897,0.781768541,0.447377077,0.137383163,0.656421028,0.571527532,0.261301027,0.045712498,0.610746265,0.755608255,0.362811675,0.549583481
random39,9.0,9.0,4.0,0.0,6.0,6.0,7.0,9.0,10.0,10.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,6.0,7.0,1.0,2.0,9.0,8.0,5.0,5.0,9.0,8.0,7.0,2.0,1.0,6.0,6.0,0.0,3.0,8.0,7.0,2.0,1.0,4.0,7.0,9.0,8.0,2.0,3.0,5.0,1.0,3.0,2.0,3.0,0.0,6.0,9.0,4.0,7.0,10.0,5.0,2.0,0.0,8.0,3.0
random390,8.0,78.0,88.0,73.0,89.0,88.0,9.0,64.0,28.0,52.0,88.0,42.0,40.0,96.0,85.0,75.0,81.0,78.0,87.0,2.0,36.0,41.0,10.0,86.0,80.0,29.0,66.0,24.0,48.0,13.0,55.0,39.0,62.0,63.0,55.0,48.0,95.0,11.0,98.0,94.0,29.0,78.0,21.0,42.0,29.0,81.0,23.0,63.0,27.0,29.0,26.0,74.0,64.0,47.0,98.0,30.0,62.0,49.0,15.0,83.0
random391,5.0,9.0,9.0,6.0,4.0,4.0,0.0,9.0,7.0,10.0,4.0,3.0,6.0,3.0,7.0,5.0,5.0,2.0,7.0,9.0,1.0,3.0,2.0,6.0,3.0,8.0,5.0,5.0,10.0,3.0,1.0,6.0,3.0,6.0,7.0,6.0,4.0,3.0,10.0,6.0,9.0,7.0,5.0,0.0,10.0,4.0,0.0,1.0,1.0,8.0,6.0,7.0,6.0,7.0,1.0,6.0,8.0,1.0,9.0,9.0
random392,0.980335031,0.228998975,0.577263002,0.813071191,0.539157086,0.397844431,0.798009692,0.489443161,0.93334689,0.335224454,0.254452329,0.996782243,0.47512591,0.348191798,0.872736016,0.167602478,0.653245448,0.318345599,0.102054037,0.23791329,0.423023067,0.87876741,0.51244589,0.759120634,0.604330401,0.931431477,0.431078532,0.12007742,0.393852175,0.018262014,0.939350813,0.50550203,0.355700947,0.364058198,0.646700951,0.907262155,0.356568964,0.491311794,0.734452677,0.666471566,0.129034302,0.03463738,0.760448345,0.856958188,0.192771455,0.456865603,0.986862788,0.87767835,0.504617701,0.348981762,0.978289589,0.698697393,0.321043971,0.086690139,0.036854284,0.729710474,0.203093628,0.063184039,0.314855707,0.577681951
random393,0.959836333,0.280899406,0.09983276,0.885471394,0.037662331,0.980712566,0.280951242,0.1772414,0.166952061,0.781344862,0.808081336,0.335680584,0.28642712,0.566215233,0.690554776,0.101687996,0.175258689,0.821024268,0.909042857,0.464727577,0.843468064,0.341937299,0.561466528,0.412336362,0.062433516,0.610209859,0.302793127,0.875441518,0.657202319,0.712112087,0.882234815,0.291088111,0.990789648,0.650085463,0.867023408,0.73499545,0.853756747,0.47047021,0.546639956,0.717232222,0.359147589,0.196084461,0.993387776,0.598561962,0.069940557,0.561257234,0.515484128,0.114241958,0.976023559,0.05825913,0.696977518,0.687778741,0.414423051,0.760430352,0.935732193,0.892895791,0.925371706,0.659250538,0.483417004,0.043343686
random394,52.0,29.0,99.0,90.0,33.0,8.0,8.0,62.0,23.0,8.0,4.0,68.0,65.0,15.0,12.0,28.0,68.0,64.0,41.0,25.0,55.0,24.0,53.0,23.0,16.0,3.0,28.0,9.0,4.0,17.0,73.0,54.0,63.0,24.0,92.0,79.0,59.0,28.0,100.0,75.0,72.0,83.0,22.0,57.0,46.0,16.0,84.0,66.0,40.0,13.0,14.0,13.0,19.0,40.0,42.0,17.0,43.0,74.0,13.0,46.0
random395,3.0,1.0,6.0,5.0,2.0,3.0,9.0,5.0,3.0,4.0,5.0,5.0,0.0,2.0,3.0,9.0,0.0,9.0,5.0,0.0,4.0,9.0,10.0,6.0,3.0,0.0,3.0,5.0,3.0,4.0,1.0,10.0,5.0,4.0,10.0,6.0,0.0,4.0,1.0,5.0,9.0,8.0,4.0,4.0,1.0,5.0,6.0,1.0,10.0,6.0,5.0,4.0,0.0,4.0,1.0,9.0,2.0,1.0,5.0,8.0
random396,0.987860781,0.674345976,0.149737687,0.032930856,0.008723656,0.359647478,0.657502172,0.649349607,0.698142978,0.687192538,0.822501754,0.422163549,0.278704753,0.810019904,0.860923469,0.924194863,0.137715332,0.433106922,0.213733291,0.124019278,0.939568828,0.433911972,0.936201676,0.717440136,0.373183826,0.666061086,0.617821241,0.591922836,0.990694063,0.61780539,0.091576267,0.516770278,0.184480314,0.028897829,0.310191726,0.789713713,0.222628338,0.095644847,0.384235965,0.632813902,0.880326886,0.205452139,0.125854655,0.965892051,0.929695829,0.323267863,0.138481566,0.86216847,0.048932084,0.877769068,0.444412519,0.397022451,0.00836395,0.720677042,0.571597141,0.952755104,0.740574322,0.245607917,0.165881621,0.717283794
random397,0.155147056,0.490105373,0.671814476,0.227899591,0.999892732,0.239170306,0.979758723,0.135428475,0.307783693,0.393956939,0.403869635,0.118013124,0.308685385,0.847670278,0.474436058,0.376039547,0.050431227,0.869178558,0.95515597,0.971471207,0.179840333,0.223324255,0.312916332,0.444202916,0.934761429,0.291857041,0.671356453,0.635917683,0.343154687,0.223525858,0.935046828,0.037745463,0.49075939,0.863041567,0.764900862,0.093106671,0.823774186,0.938211146,0.386892897,0.326173104,0.421145273,0.462644598,0.578846584,0.594280034,0.315878347,0.623077363,0.410924175,0.232560365,0.802144555,0.64758805,0.602981783,0.131239305,0.347261964,0.613080258,0.881728293,0.602573995,0.678702946,0.896125527,0.375801333,0.917875078
random398,15.0,17.0,40.0,92.0,13.0,97.0,4.0,25.0,98.0,69.0,2.0,83.0,19.0,54.0,67.0,5.0,56.0,24.0,27.0,86.0,72.0,82.0,22.0,88.0,22.0,0.0,56.0,43.0,3.0,99.0,59.0,95.0,21.0,51.0,22.0,51.0,94.0,16.0,50.0,94.0,14.0,37.0,57.0,84.0,43.0,68.0,60.0,99.0,15.0,54.0,40.0,36.0,87.0,10.0,34.0,33.0,15.0,72.0,82.0,7.0
random399,7.0,0.0,2.0,9.0,10.0,4.0,2.0,6.0,5.0,3.0,8.0,3.0,0.0,0.0,9.0,0.0,4.0,5.0,8.0,1.0,5.0,5.0,4.0,5.0,7.0,0.0,3.0,1.0,6.0,4.0,3.0,7.0,2.0,8.0,4.0,1.0,2.0,4.0,9.0,0.0,9.0,2.0,7.0,7.0,3.0,3.0,2.0,0.0,5.0,6.0,4.0,7.0,8.0,1.0,7.0,8.0,9.0,1.0,10.0,4.0
random4,0.063417512,0.590832401,0.928360098,0.155671442,0.577979016,0.343109243,0.008184578,0.193380089,0.79543431,0.600374654,0.281647884,0.831344112,0.891790827,0.696373625,0.920023776,0.705101254,0.443255321,0.505053796,0.631731469,0.028903634,0.190393941,0.69952993,0.023797028,0.377160796,0.614061719,0.454223701,0.264012162,0.947960307,0.496525836,0.523440285,0.645866727,0.027316749,0.130222199,0.675704306,0.610487768,0.33074717,0.901503208,0.192438486,0.475587731,0.15778739,0.55688791,0.962844748,0.137660723,0.473158142,0.847347255,0.000439961,0.333689738,0.555512179,0.068743618,0.73936673,0.728087903,0.022500409,0.64025482,0.197547628,0.974918625,0.369828841,0.070238074,0.389701003,0.955481287,0.340828599
random40,0.190836377,0.742962987,0.335953467,0.099523627,0.256132573,0.879687606,0.434091474,0.051680304,0.47223016,0.477330433,0.640900705,0.2970484,0.233298944,0.490951236,0.811368903,0.134659124,0.54915463,0.993966312,0.287707708,0.148179869,0.865815759,0.221604235,0.593825895,0.681940464,0.330170538,0.23646887,0.560928866,0.639091196,0.178617067,0.316982698,0.086602772,0.109922021,0.306860385,0.566200606,0.443314391,0.376950904,0.553315154,0.981629673,0.456240177,0.774051925,0.228565126,0.344916281,0.364431761,0.159291404,0.382397218,0.968688359,0.704873744,0.119066018,0.270605983,0.616672578,0.957465337,0.051302868,0.570573081,0.09541727,0.600479378,0.614577621,0.257240136,0.352244984,0.478095657,0.948900401
random400,0.088871778,0.220265929,0.856718545,0.05359662,0.39003206,0.080881227,0.227800505,0.394835642,0.290647746,0.632297381,0.855923613,0.473801183,0.308618002,0.502743543,0.702173765,0.085708619,0.53994115,0.497410273,0.527254657,0.694967732,0.879058966,0.697795135,0.440107397,0.760860751,0.424820733,0.789436338,0.137726758,0.566536194,0.335899403,0.153632386,0.043252487,0.038900984,0.304881846,0.870030477,0.357286991,0.820275986,0.571691055,0.187946976,0.82269553,0.490431627,0.358925156,0.197984642,0.094780209,0.440468241,0.150966736,0.623695065,0.968637811,0.279744019,0.176677272,0.677974938,0.151997604,0.828399767,0.931429834,0.713840497,0.848456916,0.207892898,0.220207889,0.349634415,0.73091313,0.351751872
random41,0.922912977,0.342274796,0.27618857,0.706168036,0.848939981,0.97180427,0.962314251,0.54222236,0.242102903,0.124856266,0.926615612,0.421276006,0.990703417,0.870522232,0.057482341,0.481792957,0.084315013,0.288674336,0.271098905,0.00485122,0.197664767,0.36309309,0.271033542,0.773524759,0.916604401,0.852984381,0.371553878,0.103189676,0.454869217,0.215694078,0.418819583,0.166640444,0.099039278,0.495131654,0.361203624,0.354812718,0.86892255,0.650612837,0.667450178,0.83712074,0.516449662,0.456868356,0.128713596,0.180530416,0.265783272,0.277401324,0.501684161,0.624701237,0.611317865,0.439888531,0.295107902,0.597279172,0.155542263,0.015499093,0.884761066,0.444117479,0.717112731,0.519495924,0.379974904,0.383155921
random42,89.0,12.0,21.0,19.0,10.0,8.0,27.0,61.0,85.0,49.0,55.0,1.0,42.0,5.0,79.0,29.0,24.0,96.0,72.0,94.0,91.0,24.0,27.0,78.0,17.0,71.0,13.0,26.0,48.0,96.0,87.0,61.0,6.0,79.0,68.0,16.0,100.0,38.0,92.0,20.0,63.0,98.0,34.0,93.0,26.0,39.0,32.0,37.0,11.0,18.0,36.0,72.0,94.0,46.0,94.0,72.0,46.0,21.0,37.0,40.0
random43,5.0,10.0,8.0,1.0,4.0,10.0,1.0,5.0,9.0,7.0,5.0,2.0,8.0,9.0,8.0,8.0,5.0,10.0,5.0,2.0,9.0,6.0,5.0,0.0,9.0,1.0,4.0,6.0,5.0,9.0,4.0,0.0,10.0,7.0,4.0,7.0,10.0,2.0,10.0,3.0,2.0,0.0,4.0,0.0,5.0,8.0,6.0,3.0,3.0,2.0,8.0,3.0,3.0,9.0,10.0,8.0,2.0,0.0,8.0,5.0
random44,0.979211024,0.186965464,0.043132775,0.868190929,0.443284109,0.505415064,0.541593892,0.671219435,0.157044805,0.445026442,0.040050449,0.209707155,0.059786994,0.847687585,0.06193222,0.006595995,0.450891904,0.774612639,0.570260488,0.391058494,0.10736097,0.085190486,0.763919024,0.360263418,0.320035599,0.818661433,0.145651199,0.374763448,0.142009747,0.385263685,0.359298638,0.144885217,0.610073578,0.083701188,0.402422539,0.589760663,0.368081643,0.409813403,0.498674947,0.524280719,0.542100419,0.321968479,0.25460161,0.308531152,0.421209321,0.4175218,0.095578779,0.714235287,0.338471807,0.34018297,0.484351202,0.489873998,0.123724487,0.080269783,0.573201318,0.135866796,0.860098262,0.498141417,0.640915852,0.369327426
random45,0.826365379,0.798689001,0.131922985,0.861577725,0.869581326,0.046304849,0.186467109,0.63793956,0.595185288,0.056518789,0.262930835,0.175411213,0.382136237,0.058877069,0.305802947,0.855767657,0.277781963,0.823197546,0.493761368,0.239164095,0.477990819,0.148531125,0.86521752,0.718769176,0.017349537,0.458027846,0.726325626,0.664177605,0.53698807,0.553652637,0.667258547,0.044166483,0.364607969,0.114094474,0.927032937,0.348225936,0.876387051,0.332979939,0.808651264,0.913193559,0.984032922,0.842267361,0.715822157,0.434776837,0.519553627,0.197345703,0.729440119,0.597675419,0.191419741,0.349450421,0.303423336,0.133521696,0.99424034,0.1602309,0.684836892,0.603830218,0.130996904,0.922268934,0.7907982,0.977782802
random46,99.0,48.0,3.0,43.0,17.0,8.0,88.0,82.0,35.0,84.0,22.0,74.0,71.0,63.0,4.0,60.0,27.0,41.0,9.0,42.0,99.0,18.0,100.0,31.0,66.0,35.0,58.0,33.0,85.0,34.0,49.0,83.0,33.0,69.0,69.0,9.0,88.0,29.0,51.0,8.0,57.0,10.0,15.0,36.0,94.0,57.0,56.0,95.0,42.0,95.0,76.0,33.0,86.0,51.0,85.0,11.0,53.0,22.0,47.0,26.0
random47,8.0,3.0,5.0,3.0,6.0,7.0,1.0,2.0,2.0,0.0,8.0,1.0,7.0,10.0,4.0,1.0,1.0,7.0,6.0,10.0,7.0,1.0,7.0,5.0,2.0,4.0,6.0,3.0,1.0,4.0,8.0,3.0,9.0,8.0,10.0,6.0,8.0,9.0,9.0,0.0,10.0,6.0,5.0,5.0,5.0,9.0,7.0,8.0,4.0,0.0,10.0,6.0,1.0,3.0,0.0,0.0,8.0,10.0,8.0,10.0
random48,0.785053525,0.881458242,0.566918797,0.604541724,0.157672558,0.312681357,0.579497502,0.413471033,0.503231023,0.441078712,0.42416927,0.209826812,0.325032684,0.324436683,0.782641373,0.991649893,0.557492713,0.834985886,0.234501552,0.757234411,0.550381705,0.691096469,0.609096639,0.767158904,0.733732844,0.664326978,0.333990671,0.69297761,0.953228417,0.291132239,0.83134675,0.475028878,0.338729329,0.6643292,0.005140274,0.914389848,0.968556692,0.875027641,0.286270121,0.555630124,0.152271131,0.840366433,0.659435775,0.829360814,0.994190109,0.946075594,0.27411452,0.981707762,0.126635411,0.396966699,0.925468702,0.957685232,0.652763298,0.30935215,0.962877265,0.44476028,0.533847644,0.983016977,0.201100429,0.883894612
random49,0.976248326,0.230895708,0.30140104,0.676257854,0.246045011,0.679446676,0.457109854,0.416723559,0.449617592,0.804431425,0.607590111,0.254580766,0.822180481,0.279111954,0.732767876,0.305456799,0.293258576,0.450442812,0.82794077,0.712204686,0.827743482,0.972634157,0.937863104,0.132407735,0.733714962,0.775569505,0.025772466,0.228648167,0.695638033,0.773661758,0.35306367,0.25610257,0.758654292,0.027406277,0.207820671,0.247447321,0.392066262,0.571704492,0.399782253,0.507877361,0.04444489,0.500012759,0.831048015,0.888818559,0.543387225,0.304650946,0.711634229,0.372575582,0.466993595,0.875401505,0.723715514,0.904877399,0.377206375,0.495332848,0.9677158,0.999346804,0.744725412,0.22314502,0.77745603,0.859087524
random5,0.477958625,0.411156908,0.599198184,0.381106477,0.706949833,0.345174107,0.016348614,0.118595514,0.991755284,0.014001626,0.174588194,0.143470695,0.294264998,0.164968627,0.624160973,0.625791094,0.514091359,0.497579456,0.880031973,0.22116139,0.487002867,0.802907667,0.952556366,0.483656434,0.738338086,0.762971471,0.052165687,0.805861465,0.976669351,0.028691616,0.464461942,0.053249809,0.239521026,0.206647016,0.328078464,0.344398378,0.4821836,0.525157936,0.518903802,0.053257146,0.04304555,0.080746958,0.185383142,0.529501556,0.850739131,0.248243068,0.615407711,0.588660473,0.652861045,0.329195219,0.017072486,0.158747064,0.340284797,0.075363985,0.688649343,0.082995196,0.799809759,0.927025807,0.926025801,0.184674268
random50,0.0,66.0,14.0,41.0,1.0,28.0,34.0,52.0,84.0,64.0,24.0,35.0,77.0,1.0,80.0,51.0,71.0,11.0,78.0,52.0,53.0,83.0,44.0,29.0,82.0,97.0,61.0,44.0,81.0,54.0,12.0,75.0,40.0,95.0,94.0,49.0,96.0,15.0,13.0,24.0,42.0,67.0,11.0,70.0,65.0,33.0,27.0,81.0,42.0,44.0,93.0,15.0,80.0,96.0,88.0,11.0,69.0,89.0,52.0,70.0
random51,5.0,7.0,10.0,2.0,6.0,3.0,9.0,7.0,3.0,3.0,4.0,6.0,2.0,3.0,8.0,9.0,6.0,1.0,7.0,4.0,6.0,2.0,4.0,6.0,2.0,8.0,3.0,8.0,10.0,7.0,2.0,4.0,3.0,6.0,9.0,3.0,1.0,8.0,0.0,2.0,4.0,7.0,1.0,3.0,4.0,10.0,7.0,10.0,10.0,9.0,1.0,10.0,3.0,10.0,9.0,10.0,10.0,8.0,4.0,3.0
