feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random637,0.339391717,0.385465946,0.056230724,0.814336877,0.648322046,0.18919242,0.263086603,0.22228316,0.858597958,0.979692865,0.695847814,0.884752618,0.466206773,0.288387172,0.505453991,0.918881188,0.474068841,0.079495525,0.565885827,0.154576121,0.616681196,0.848704704,0.112506409,0.405889507,0.196277528,0.852093419,0.556135918,0.808389772,0.027747607,0.372408503,0.073453008,0.020320382,0.944388309,0.434495645,0.622256338,0.665690634,0.524073435,0.840187127,0.854363254,0.758221399,0.792703174,0.435834382,0.664485206,0.313222357,0.072301418,0.160846492,0.74912865,0.178110795,0.050432862,0.83123344,0.578657458,0.269356064,0.954039683,0.816914102,0.338335477,0.586899277,0.501286056,0.041141021,0.195449203,0.388708042
random638,48,52,49,90,8,71,60,98,97,32,71,90,54,43,20,93,66,25,55,32,31,21,16,29,94,96,56,6,29,74,40,16,95,9,33,5,96,73,69,81,93,50,72,64,55,81,15,73,15,13,36,87,30,95,61,6,86,25,33,85
random639,0,5,8,3,9,2,7,4,7,6,10,0,4,5,8,0,0,7,5,7,2,4,7,7,4,7,10,6,9,0,0,7,7,5,1,10,10,6,6,8,10,0,0,0,4,5,9,8,1,8,3,10,2,0,9,3,5,6,4,6
random640,0.288865696,0.821275374,0.819391182,0.365523717,0.968700448,0.848914429,0.969344874,0.766436028,0.534893726,0.540054694,0.748754753,0.016430849,0.031832795,0.360429985,0.215285513,0.960856021,0.588355412,0.225353237,0.264612134,0.094506677,0.864590411,0.434844337,0.064521262,0.455742585,0.978496174,0.728752738,0.810874606,0.110943860,0.644827438,0.560804996,0.303760420,0.079817768,0.307860765,0.799063898,0.503513145,0.123772530,0.298774404,0.598490608,0.727353328,0.197670024,0.858288613,0.640451029,0.300872879,0.535201834,0.175938042,0.095687371,0.213372964,0.009469357,0.633370153,0.612447663,0.247728987,0.845752338,0.085916956,0.616883915,0.696087144,0.334748446,0.033735813,0.131458720,0.424993277,0.696128889
random641,0.468087613,0.186288993,0.898522209,0.393948698,0.458152455,0.825795758,0.696354874,0.590022176,0.823413654,0.825793183,0.436143021,0.056379899,0.720489467,0.094843964,0.344358422,0.540050446,0.435530617,0.98646843,0.193732489,0.013430171,0.541786315,0.731397712,0.591317349,0.230387324,0.735794655,0.34186743,0.81158575,0.855606598,0.406946339,0.316072647,0.858086334,0.806400006,0.621837244,0.136161298,0.403381217,0.529297052,0.220450932,0.562760503,0.251205597,0.049344587,0.447344732,0.324678432,0.111780518,0.086384319,0.029718797,0.059695175,0.722149823,0.531194948,0.869860119,0.244447265,0.527880773,0.573646881,0.651384163,0.226781043,0.482217248,0.769143249,0.873918146,0.751583763,0.699263096,0.529381706
random642,13,10,68,74,45,74,55,58,55,65,94,18,51,25,16,27,96,98,93,50,32,56,24,15,38,17,96,99,4,59,60,76,45,59,39,15,100,73,61,21,83,82,21,28,43,73,52,44,20,5,84,12,83,37,60,24,8,52,38,6
random643,7,4,10,7,3,5,2,5,4,6,2,4,1,6,3,6,7,9,10,9,6,2,7,5,9,5,9,7,8,9,2,1,7,1,4,10,10,1,6,10,2,10,0,3,9,1,2,0,10,0,5,2,6,9,3,4,1,7,0,5
random644,0.451248029,0.445324003,0.669892958,0.496673772,0.538806124,0.226717571,0.935064834,0.704124568,0.314588820,0.914749247,0.059962114,0.679230897,0.796116096,0.544989488,0.062340671,0.473419914,0.480599569,0.836275664,0.378402470,0.189650177,0.188214032,0.898036763,0.864917296,0.813748938,0.666333409,0.899177320,0.570971852,0.751168020,0.450844949,0.459887691,0.418523933,0.509081798,0.100947870,0.930372885,0.951331251,0.760974448,0.223100431,0.680823068,0.813195647,0.443577962,0.932929191,0.477806674,0.018651892,0.554612308,0.783305703,0.113634480,0.239999339,0.142290960,0.408881872,0.877842116,0.481378793,0.161874644,0.574505094,0.345240318,0.388198216,0.433797589,0.032826748,0.919587795,0.149062742,0.062199856
random645,0.702783763,0.399088511,0.474366048,0.36615922,0.125132789,0.509086359,0.141850893,0.720229522,0.245964307,0.106282317,0.900398236,0.919966986,0.346660624,0.555230734,0.975176287,0.398042397,0.156168648,0.128874368,0.744963494,0.174303892,0.067992539,0.367654812,0.72100107,0.465637391,0.935998311,0.574163716,0.272564172,0.63262458,0.570749323,0.337831175,0.523711427,0.522151221,0.90584057,0.245201546,0.810324066,0.571101831,0.321509782,0.142662908,0.451347835,0.309550272,0.666358236,0.64053658,0.346833017,0.444295576,0.706472107,0.626524502,0.526308316,0.927320343,0.725646081,0.923335416,0.429470749,0.045655282,0.423226354,0.433547222,0.130762895,0.185954877,0.90884416,0.06973555,0.383080776,0.586523089
random646,26,69,1,52,31,90,22,56,27,86,30,74,61,24,77,37,99,78,88,63,81,42,22,57,67,62,10,96,44,71,19,48,91,26,28,44,27,43,13,95,28,31,65,48,14,0,92,80,32,62,52,92,21,85,31,6,100,34,1,60
random647,4,7,1,4,7,7,0,10,8,7,4,9,5,6,1,3,10,5,5,1,1,1,3,1,4,1,1,7,4,7,8,10,1,0,3,9,1,10,7,10,1,0,10,10,8,7,6,1,4,0,7,4,7,5,3,5,2,2,2,9
random648,0.150344017,0.615582426,0.967110671,0.167798242,0.488964501,0.516918861,0.378243908,0.490654386,0.084987474,0.932950813,0.086919426,0.101378387,0.205465921,0.127098530,0.846398206,0.877370922,0.505098920,0.661579086,0.749153952,0.475095901,0.261503935,0.388640058,0.954602890,0.897388466,0.202629646,0.039542654,0.876118799,0.806902662,0.962208160,0.564542143,0.439354967,0.301334137,0.077876586,0.344132225,0.511900214,0.881429323,0.359829950,0.241320228,0.744560819,0.052656027,0.792727976,0.519051842,0.377272502,0.966419478,0.054830449,0.300609088,0.775782201,0.694608337,0.265695639,0.740349398,0.913889216,0.199686143,0.190121306,0.125802032,0.300460277,0.217985178,0.993224273,0.609500935,0.177866478,0.790859621
random649,0.882736568,0.316084287,0.396955223,0.128680115,0.929585153,0.559823672,0.012119261,0.576138999,0.816710385,0.664015625,0.300287667,0.087845118,0.67336296,0.122562824,0.62370209,0.583342374,0.661018693,0.385568741,0.914176028,0.916180658,0.462211808,0.488549694,0.820933194,0.012911153,0.128760981,0.785349525,0.733885551,0.433541042,0.263306918,0.596642842,0.526039635,0.114605858,0.257762278,0.223209377,0.6168503,0.924143766,0.238143648,0.012431393,0.77493707,0.98266903,0.123062922,0.697448698,0.810964373,0.161120838,0.600405197,0.80929411,0.529699982,0.029670527,0.509971754,0.806277832,0.417741946,0.378398472,0.576406013,0.950046316,0.436127944,0.3658759,0.600368261,0.411231848,0.215535534,0.129466718
random650,74,100,34,72,63,5,22,91,23,82,81,55,3,3,52,99,93,52,67,97,68,99,66,22,100,81,0,26,27,14,48,92,48,27,80,76,39,48,36,1,34,22,11,99,4,32,89,0,14,64,7,98,89,81,93,40,89,88,43,63
random651,0,9,5,9,9,7,2,4,8,4,3,1,9,1,4,7,10,9,8,8,9,6,7,4,1,6,1,3,10,0,5,2,1,9,1,2,3,2,10,4,3,3,4,9,8,9,5,3,6,2,9,6,6,3,9,5,4,1,8,6
random652,0.785532124,0.738690200,0.336893434,0.642341843,0.663353066,0.494974959,0.120462725,0.834139769,0.675859728,0.764983620,0.031369878,0.989397471,0.186022988,0.265879784,0.930480428,0.641480368,0.624366899,0.622223062,0.878652168,0.350905771,0.672666214,0.540604997,0.177801161,0.230580601,0.991403206,0.465947962,0.700485775,0.223406393,0.116503096,0.077808283,0.441038572,0.823723957,0.298650873,0.434384745,0.206398148,0.483710848,0.209252625,0.791605521,0.124698213,0.330638090,0.132031861,0.712860410,0.411521137,0.478912437,0.592140427,0.908179904,0.720793797,0.706287025,0.044999483,0.568599785,0.716852104,0.908575136,0.782788122,0.822194794,0.756495493,0.351458869,0.998182106,0.693320560,0.294648025,0.465229995
random653,0.275807581,0.811552928,0.544543236,0.14676205,0.764874738,0.016963588,0.325663725,0.577469817,0.904030212,0.391488696,0.273486165,0.812509309,0.476659354,0.587494444,0.918518739,0.418803603,0.863301236,0.001671215,0.061622337,0.863991083,0.453436092,0.60654926,0.831697852,0.735977828,0.561394058,0.639807878,0.944215544,0.40807369,0.028475647,0.55090243,0.719838156,0.607571922,0.542309012,0.104562581,0.761319368,0.208565086,0.752155527,0.066090623,0.489870981,0.518826068,0.553531153,0.556482901,0.166975586,0.374730117,0.027346343,0.855785471,0.058282211,0.756778598,0.414896945,0.865864183,0.56801364,0.697719882,0.438157118,0.884821543,0.169204966,0.265613034,0.772981364,0.031755593,0.142203825,0.539033289
random654,14,78,54,53,76,60,76,34,44,71,92,64,7,80,34,2,71,32,98,71,66,72,2,20,89,6,66,30,7,59,74,48,82,64,35,13,42,29,94,70,59,41,22,2,81,17,1,31,35,62,70,42,72,34,12,42,56,49,22,43
random655,3,6,8,7,6,7,0,8,10,4,1,0,0,5,0,10,9,10,3,4,5,4,10,1,4,5,2,5,2,5,1,2,10,9,4,0,6,5,10,8,10,0,3,10,1,2,1,10,9,8,2,9,3,9,10,9,7,4,6,9
random656,0.478654331,0.938838292,0.492117586,0.378394700,0.565310708,0.490020202,0.386930091,0.550571498,0.733772149,0.930329424,0.138033215,0.128586761,0.820836151,0.537815372,0.850418440,0.443307270,0.121063266,0.506293588,0.335301976,0.673317429,0.929574263,0.128268277,0.379949556,0.676751374,0.193257427,0.069273829,0.103100274,0.575139422,0.998905008,0.277676647,0.770340788,0.746057720,0.082459149,0.083038348,0.203152168,0.427633835,0.513717222,0.526918506,0.537073361,0.690842743,0.929942971,0.766627304,0.455747370,0.765148006,0.992297195,0.555298154,0.633504786,0.697275245,0.771070988,0.792125410,0.323321616,0.458236979,0.927543907,0.215117984,0.096304639,0.657188456,0.785948250,0.317969823,0.825387035,0.632294127
random657,0.892611921,0.450124831,0.306596097,0.778460347,0.793310723,0.988398042,0.789754472,0.612388333,0.683245174,0.724262824,0.30866432,0.142855419,0.219407681,0.95579648,0.146428403,0.566594189,0.231586667,0.345308513,0.125804069,0.627884318,0.151259259,0.370437751,0.111665081,0.023840942,0.731189233,0.64889892,0.334455641,0.392514172,0.778721137,0.271205976,0.555110885,0.546627279,0.347268808,0.964692837,0.863708522,0.866707069,0.545941529,0.212082256,0.279381089,0.483669954,0.530119844,0.833975041,0.653687609,0.181566051,0.384473863,0.871132488,0.442467453,0.520713165,0.987368466,0.983992055,0.0911845,0.867358298,0.515392903,0.080243622,0.98477407,0.542143549,0.326891669,0.034822413,0.841510115,0.950796581
random658,53,9,78,89,87,32,33,58,86,90,100,43,39,9,96,69,27,37,17,61,94,40,23,52,62,98,34,5,39,0,48,26,95,62,11,86,35,34,20,11,3,6,61,12,87,37,31,99,86,54,96,33,48,21,65,20,28,84,80,82
random659,3,10,10,10,10,9,5,7,10,1,9,7,9,8,6,3,8,2,6,6,10,4,4,10,6,3,9,4,9,7,6,0,10,2,9,5,1,3,3,0,7,7,3,8,2,10,5,5,6,9,3,8,10,2,7,9,9,7,4,0
random660,0.552111789,0.435376735,0.615596400,0.185375664,0.861695982,0.349451053,0.612521601,0.531500668,0.384121683,0.369536802,0.062377659,0.580350604,0.412834199,0.956189924,0.984900495,0.258806533,0.372153978,0.389179222,0.060238306,0.400554861,0.387868289,0.905925616,0.405332121,0.383590770,0.222657135,0.186468325,0.257922837,0.497229660,0.322850943,0.930694975,0.459828751,0.290178306,0.534771945,0.590958799,0.184142483,0.203335037,0.770248441,0.001809591,0.290359272,0.212763702,0.469887315,0.916576648,0.835538550,0.314298486,0.694472168,0.416530280,0.276294954,0.836243345,0.971393433,0.474368504,0.156252349,0.054246061,0.150056712,0.466521836,0.996208473,0.971274644,0.468710622,0.048361385,0.885304783,0.685067875
random661,0.922082809,0.900957505,0.371159855,0.990912544,0.540293,0.821581521,0.382902951,0.61601468,0.191436292,0.264849432,0.3723257,0.988778117,0.181224695,0.158355893,0.723262036,0.529022543,0.829970187,0.647947799,0.890108743,0.908643572,0.920455067,0.76092276,0.426873529,0.392718094,0.666885415,0.742763969,0.207742884,0.798484014,0.825611681,0.782492793,0.093145743,0.096321691,0.786614023,0.738008008,0.995253508,0.189228541,0.987397831,0.237455633,0.922859442,0.947985541,0.152894291,0.080586173,0.197737763,0.053168821,0.346463407,0.544530188,0.283292179,0.055167674,0.657934696,0.092383055,0.715875183,0.411636206,0.52266176,0.5448426,0.716270274,0.281279108,0.773844185,0.865478578,0.503408143,0.786311719
random662,76,96,7,7,24,8,99,22,66,89,59,18,25,22,70,36,76,27,58,79,7,80,87,23,72,55,43,99,60,72,74,54,95,28,1,62,97,76,31,81,61,15,80,67,7,95,63,45,13,14,53,69,33,57,71,17,26,7,27,93
random663,10,0,4,3,8,1,9,4,0,6,5,2,4,3,7,9,1,2,6,9,10,6,5,1,10,1,1,6,7,8,3,8,0,1,9,8,1,0,10,1,1,4,0,8,9,1,10,8,2,0,10,3,3,10,7,10,9,6,9,1
random664,0.760453522,0.717018453,0.250310422,0.048127051,0.208724465,0.723222058,0.454801341,0.867059078,0.770607195,0.285001624,0.762336066,0.866262963,0.073329566,0.569132425,0.904257025,0.856199242,0.070972330,0.260453796,0.431356399,0.998613291,0.196654384,0.610109840,0.057996726,0.713975839,0.324317637,0.542185877,0.702736314,0.612692027,0.001318351,0.559668943,0.733752723,0.395027289,0.006306890,0.309457830,0.715256631,0.088226944,0.015416778,0.108960314,0.254068919,0.241623238,0.974532629,0.648824827,0.591932525,0.009289730,0.329771243,0.220132387,0.492887699,0.029885966,0.569963625,0.258949822,0.681985664,0.961012776,0.542529004,0.335416028,0.853475287,0.874553730,0.480641697,0.238425303,0.524041036,0.001330249
random665,0.030541755,0.075430183,0.79254196,0.787631124,0.319379954,0.656291955,0.560259485,0.623241855,0.435352217,0.209086868,0.711868008,0.907687657,0.530123192,0.285768403,0.109652057,0.169652012,0.351067522,0.226506488,0.636323486,0.243410487,0.055678077,0.725240911,0.529323247,0.525259397,0.64795344,0.027745044,0.710498798,0.699121557,0.055236369,0.711763609,0.543219589,0.4819957,0.989630797,0.072993384,0.733944685,0.807396972,0.655659323,0.074141204,0.093375891,0.593009938,0.836162627,0.744324088,0.05422102,0.065462064,0.365290617,0.334252764,0.275736302,0.444317626,0.568542064,0.901383255,0.86837075,0.8917304,0.986182812,0.328489257,0.434020292,0.547798908,0.623296601,0.578159914,0.693679932,0.740993801
random666,47,13,34,41,2,81,78,95,68,55,19,89,97,80,64,69,76,11,34,31,46,10,47,5,7,21,49,20,51,5,54,54,74,85,26,67,54,56,77,66,0,4,6,41,69,10,40,95,76,80,63,16,55,14,9,71,16,14,27,28
random667,7,0,5,3,4,9,0,1,5,10,8,10,6,1,1,2,7,6,6,9,5,10,4,9,10,7,10,0,10,0,6,5,10,6,1,6,7,5,8,5,6,1,0,4,6,7,0,3,3,8,9,8,1,8,7,7,10,7,9,9
random668,0.354020024,0.718393569,0.674217544,0.551709290,0.943325872,0.585718337,0.006143993,0.512951843,0.619663576,0.117995774,0.057197370,0.893341057,0.143500848,0.332309744,0.092083993,0.707998693,0.588296593,0.290749835,0.311257578,0.338039801,0.949420467,0.192487074,0.416995084,0.967308137,0.093072234,0.826122608,0.675358868,0.251550015,0.987126278,0.132440892,0.467542195,0.064618939,0.042526920,0.439709489,0.361431109,0.671952727,0.936290082,0.667905843,0.495866450,0.770926252,0.802644874,0.886528659,0.557273332,0.741356045,0.230602526,0.454775599,0.299106347,0.018646257,0.284632623,0.305153393,0.502175643,0.270559939,0.010173385,0.444158512,0.729293428,0.954751410,0.344420024,0.423277701,0.440022119,0.630357089
random669,0.807330729,0.324623275,0.794787827,0.694718032,0.899263248,0.198178052,0.686692394,0.39628471,0.914844851,0.573267649,0.578863689,0.152918837,0.602214781,0.818323715,0.050970158,0.56194201,0.594394883,0.88975687,0.524616289,0.420835073,0.115103557,0.899524664,0.85094028,0.545454096,0.329950153,0.487964054,0.385018162,0.672464932,0.928363107,0.62917449,0.84471764,0.090779365,0.448969612,0.836804061,0.814314293,0.385099882,0.15206797,0.337115262,0.846631472,0.276617883,0.419554315,0.934772938,0.453486087,0.04873989,0.3987796,0.520543762,0.762104018,0.757847055,0.598430547,0.440855321,0.82210549,0.564389519,0.144894609,0.557342049,0.66449507,0.564961837,0.126525657,0.495946163,0.01182028,0.616374466
random670,18,40,26,83,40,69,59,17,31,34,18,37,40,83,88,52,91,81,11,38,80,16,70,14,65,26,43,64,27,72,24,88,20,75,71,2,95,56,23,75,67,14,42,69,25,88,53,23,30,49,41,16,90,40,7,75,66,38,78,58
random671,1,8,0,7,4,4,9,5,3,10,2,7,10,4,10,9,4,4,6,5,9,6,10,4,6,4,6,7,2,0,10,1,9,7,2,3,10,2,8,10,2,0,1,8,3,1,6,7,9,1,0,4,3,9,3,7,1,0,5,1
random672,0.662933123,0.488422383,0.144323586,0.676603483,0.065757034,0.411224329,0.173772093,0.899125479,0.417981043,0.152349324,0.541931206,0.871637232,0.282985262,0.614864761,0.022151403,0.475196108,0.909304142,0.614458013,0.388733090,0.151235406,0.187751096,0.213447584,0.801268118,0.088962250,0.280637517,0.912438094,0.860064689,0.892379965,0.865750233,0.357418673,0.528894443,0.522351202,0.065860159,0.978473671,0.943659017,0.220595395,0.117511489,0.932811959,0.133729844,0.993182312,0.898877098,0.397475027,0.519379155,0.987283254,0.558403397,0.529963868,0.432752391,0.318293401,0.160005995,0.784563034,0.454088597,0.570558949,0.073144420,0.922988516,0.137226672,0.868148838,0.544143579,0.852320611,0.678227379,0.368324133
random673,0.667685203,0.743774813,0.436557249,0.467448525,0.671900995,0.377057249,0.199924048,0.189685595,0.914962662,0.153374669,0.94594053,0.755607715,0.615342529,0.691520641,0.067000184,0.432289966,0.430920923,0.234163205,0.551186312,0.811929603,0.853010155,0.616066825,0.551163543,0.58017138,0.46481094,0.348641237,0.544975795,0.813535557,0.114018208,0.301702359,0.004271317,0.840392062,0.198969222,0.301381984,0.26511474,0.422134747,0.944511646,0.777040183,0.105752378,0.797562616,0.449473333,0.002099508,0.201255007,0.351608244,0.357507918,0.796534196,0.86040903,0.543509343,0.1421501,0.07523618,0.749107865,0.395828365,0.749963858,0.431779952,0.09187983,0.06609222,0.640628363,0.660903291,0.431294803,0.527325675
random674,92,82,95,65,39,36,31,98,22,38,2,25,42,40,63,16,35,49,14,67,14,52,16,63,51,92,64,99,80,11,2,100,3,20,44,62,39,72,71,86,47,51,75,2,38,45,12,37,86,64,7,37,61,95,59,53,5,76,53,78
random675,1,5,8,6,2,7,1,5,0,2,5,3,7,5,9,6,1,2,7,3,8,6,4,5,2,10,10,1,6,3,5,9,3,6,7,2,3,0,0,7,9,5,7,6,4,2,2,8,9,8,4,1,3,2,6,1,3,10,10,2
random676,0.218831013,0.345084923,0.669830550,0.103985281,0.784198654,0.357406624,0.650123033,0.566561019,0.690898473,0.705384527,0.590568813,0.836165702,0.165778986,0.100279483,0.867100780,0.932858220,0.064008458,0.209873486,0.682620009,0.965693493,0.490708336,0.267891462,0.904192778,0.730093314,0.994440880,0.495764760,0.071166239,0.087222849,0.158556584,0.076491111,0.037816726,0.660367622,0.812959033,0.372672426,0.586243124,0.283628511,0.228740205,0.494547195,0.355581266,0.273092006,0.016643087,0.531946290,0.933589047,0.595342586,0.588928794,0.568003460,0.584310189,0.726000632,0.704340203,0.069035719,0.954328464,0.328503881,0.558539646,0.077858294,0.893057239,0.088551993,0.445756760,0.965838408,0.774321557,0.239731630
random677,0.569058004,0.622724311,0.929863379,0.462463694,0.058958431,0.758259009,0.390032317,0.549591351,0.684443612,0.881858748,0.906219618,0.391959374,0.158817307,0.087198212,0.930673321,0.64060743,0.203656566,0.877352437,0.72503928,0.753886892,0.433593017,0.880233659,0.779913506,0.153604248,0.314359107,0.843798453,0.66216612,0.534238785,0.448142076,0.452249099,0.619896151,0.929911225,0.82698239,0.194392096,0.155386461,0.902880791,0.079954555,0.688614805,0.226531234,0.725940964,0.881180129,0.745150114,0.717137624,0.403299558,0.141085449,0.813634981,0.39512121,0.521590057,0.98503718,0.577902915,0.10884368,0.23072277,0.536623315,0.072289411,0.27812549,0.771859258,0.789651167,0.262086685,0.17393473,0.641787714
random678,51,15,46,25,34,65,6,42,86,93,15,82,46,51,66,98,20,74,84,80,55,99,59,53,10,29,14,97,59,3,71,97,94,25,4,72,41,28,53,89,2,77,86,98,49,0,31,60,36,35,72,64,76,74,89,49,75,94,44,39
random679,3,8,0,2,1,9,10,0,1,10,9,4,6,10,3,9,3,4,1,7,2,3,6,5,0,8,10,7,0,10,5,1,10,2,10,4,10,2,5,0,4,8,2,5,4,8,1,9,9,4,4,4,6,1,0,2,7,2,2,7
random680,0.649408238,0.393262216,0.663550335,0.073370488,0.671382680,0.675947586,0.661977031,0.712881088,0.822765823,0.919189291,0.920328905,0.973110018,0.686062487,0.626346251,0.843183195,0.097469184,0.860154992,0.864821927,0.866838055,0.253793218,0.805597162,0.646739867,0.215797447,0.744951281,0.647127608,0.771911914,0.634417697,0.382317491,0.813729378,0.661598078,0.472426583,0.764293252,0.061030083,0.290800669,0.785659165,0.531708931,0.905162909,0.645449864,0.632841895,0.536054385,0.206510630,0.035247124,0.965222814,0.236648122,0.169111883,0.867858075,0.967023527,0.363994308,0.652572174,0.184451530,0.939902127,0.333774094,0.317438146,0.845799773,0.389066153,0.143306876,0.466196118,0.192773530,0.205303046,0.681353882
random681,0.304757584,0.360318666,0.124253971,0.275881597,0.439608386,0.954569089,0.120566948,0.842277894,0.378933372,0.554629146,0.086035371,0.765058054,0.55399469,0.821851946,0.340029228,0.873033766,0.852771206,0.620500217,0.426250227,0.600076574,0.55159971,0.068512902,0.968890944,0.791570518,0.625367192,0.801818434,0.985866065,0.626010181,0.10905479,0.05969976,0.847675459,0.380529539,0.136427132,0.234551358,0.441696671,0.67719793,0.837176646,0.721198283,0.099115966,0.937302033,0.841096979,0.889847497,0.854480244,0.16810696,0.82884057,0.871270637,0.742253277,0.016079642,0.188394338,0.728456619,0.775607094,0.089816898,0.078888121,0.142264813,0.648035863,0.627036909,0.562232765,0.445436576,0.590446632,0.694327434
random682,27,73,23,1,69,4,70,76,63,63,89,21,33,56,82,60,95,74,78,46,65,58,7,44,60,21,78,64,64,38,54,94,25,91,20,76,30,97,3,42,69,72,11,37,90,62,93,36,25,44,16,97,29,33,77,25,1,12,12,38
random683,7,0,8,10,8,10,8,7,8,9,0,10,9,9,0,5,3,3,1,7,4,10,6,6,5,6,10,6,3,10,9,10,1,9,10,5,5,4,8,9,1,10,5,10,9,5,8,5,1,7,7,9,1,7,1,2,0,8,2,4
random684,0.125935248,0.633117087,0.100907541,0.036302132,0.651774347,0.075458125,0.058537865,0.263915114,0.089228443,0.723619481,0.710560977,0.324460887,0.079249004,0.355192898,0.533932941,0.854985910,0.003951193,0.438390053,0.634958378,0.274222442,0.550032714,0.457322392,0.756158307,0.167862930,0.509969933,0.781555491,0.774119827,0.353343524,0.668665236,0.435491840,0.028499079,0.582016636,0.544528051,0.846238358,0.074595286,0.544387577,0.348431347,0.136353657,0.119154758,0.789142061,0.014126179,0.161502293,0.575317027,0.519444973,0.859594332,0.241741891,0.245539568,0.823912411,0.446826767,0.473824783,0.061045922,0.100020175,0.983833716,0.476040340,0.078731358,0.275724724,0.246742172,0.351960719,0.695649124,0.723004688
random685,0.139622524,0.779363097,0.076730178,0.895092224,0.553569077,0.187512907,0.942529496,0.309678166,0.215194329,0.465117051,0.478704958,0.666109659,0.702870559,0.193288908,0.436784802,0.662719444,0.632026747,0.282921804,0.691404688,0.267405043,0.610968654,0.451493241,0.536287365,0.507697476,0.580336462,0.616953336,0.355052744,0.015001867,0.637728427,0.999878727,0.285273821,0.471657308,0.48592467,0.974904281,0.892106769,0.826580778,0.749551691,0.237188555,0.47616345,0.211066022,0.419185,0.061664685,0.678298235,0.470655532,0.215530972,0.046982578,0.051362643,0.972763599,0.950744212,0.853983132,0.006013513,0.375747115,0.521275108,0.610215133,0.09047825,0.714413474,0.95174028,0.395316091,0.661318723,0.131279939
random686,81,5,84,35,43,93,13,68,64,82,79,60,17,73,54,49,72,40,20,52,83,84,0,33,43,81,67,64,34,13,86,47,90,38,55,99,32,69,2,21,72,7,67,79,71,43,5,70,66,62,74,71,79,6,0,45,53,91,91,68
random687,0,3,0,5,7,2,6,8,8,9,0,0,9,0,6,3,0,9,10,4,4,1,4,0,4,9,5,3,3,2,10,4,4,9,3,1,6,5,1,0,3,4,3,7,4,3,3,3,7,7,5,4,5,9,6,1,8,2,4,9
random688,0.578112760,0.631483428,0.499886232,0.916246718,0.687317400,0.865134277,0.908430214,0.817649547,0.844235379,0.542874119,0.737322516,0.470561768,0.489997339,0.650095222,0.657785049,0.707250392,0.776314275,0.844331609,0.842342363,0.355375395,0.405531098,0.998753984,0.004297287,0.138578145,0.945082027,0.797487976,0.621045849,0.926983374,0.638386288,0.358493296,0.839469742,0.657454987,0.856785142,0.108570965,0.135434492,0.430192255,0.389041221,0.677719895,0.348602584,0.737282319,0.060180478,0.290816829,0.353741349,0.603661066,0.165698435,0.316311856,0.866450655,0.044870111,0.323997524,0.552386688,0.598632274,0.689637981,0.966175667,0.271414582,0.860799558,0.037067810,0.543056580,0.005739813,0.243438706,0.176748202
random689,0.588002695,0.430419104,0.92918833,0.201974413,0.750049172,0.306923713,0.015328411,0.397864698,0.048046242,0.941804762,0.843652528,0.291422595,0.732973674,0.082162337,0.038579934,0.674519225,0.595673265,0.50721522,0.762989484,0.998786153,0.375816325,0.859205176,0.696997352,0.973883448,0.999522253,0.946789445,0.55509717,0.029474884,0.475260099,0.340704645,0.17022781,0.088011908,0.170198101,0.111227511,0.159438254,0.348073598,0.654352897,0.451249143,0.192795376,0.476381553,0.465054604,0.677074943,0.978639684,0.026203387,0.644335465,0.238818712,0.473183712,0.378561656,0.678791895,0.474393531,0.604366368,0.666200038,0.544386148,0.131603093,0.841590187,0.726636118,0.013972749,0.391845713,0.945865755,0.224553586
random690,65,94,18,77,99,75,26,64,91,70,75,96,75,78,57,72,10,17,26,49,79,97,67,57,70,11,49,50,24,32,86,28,98,25,18,46,15,54,14,99,18,49,1,7,77,9,40,6,48,32,20,86,12,14,82,57,5,4,55,84
random691,7,6,6,7,3,2,8,6,4,3,3,7,7,2,1,8,8,9,5,10,2,2,8,0,7,0,3,2,6,1,10,1,4,7,2,2,2,0,10,8,5,4,6,0,9,2,8,4,4,9,5,7,1,0,0,2,8,9,10,8
